0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2,6,13,0,5,14,16,18,7,15,9,11,3,12,4,17,10,8,1
2,7,14
2,13,1,0,5,6,14,16,18,10,7,11,15,9,12,4,3,17,8
2,14,0,6,13,5,16,18,7,15,9,11,3,12,4,17,10,8,1
5,0,7,13,2,6,14,16,18,3,15,12,4,9,11,17,8,10,1
5,7,14
5,7,15,10,0,9,2,4,6,16,18,14,3,11,17,12,13,1,8
5,9,0,8,16,17,11,15,18,3,4,6,7,12,13,14,2,10,1
5,9,11,15,3,4,16,17,18,7,13,14,1,8,0,12,2,6,10
5,9,17,10,0,4,8,7,14,18,15,16,12,6,3,2,13,11,1
7,14,0,1,2,4,13,10,9,18,15,3,5,16,6,11,12,17,8
7,16,0,4,9,15,10,14,18,3,5,11,17,6,13,2,1,8,12
7,16,15,4,9,0,3,5,11,17,18,6,10,14,2,8,13,1,12
8,0,6,15,16,17,5,7,18,9,11,13,12,4,2,3,14,10,1
8,9,0,7,16,3,4,5,13,15,2,18,17,10,14,6,11,1,12
8,9,12,16,6,0,2,18,3,10,7,13,14,5,11,15,4,1,17
8,9,16
8,9,17,3,15,6,16,4,5,11,18,0,12,2,13,7,14,1,10
9,10,0,4,7,14,18,3,5,16,2,15,13,17,11,6,12,1,8
9,10,4,16,0,7,15,14,18,5,6,3,2,11,17,13,12,8,1
9,16,0,4,7,15,10,14,18,3,5,2,11,17,6,13,12,1,8
9,16,11,4,7,15,1,17,18,0,3,5,2,14,13,10,8,12,6
9,17,4,7,0,3,5,16,15,8,10,14,18,2,6,13,11,12,1
9,18,0,4,7,10,14,3,5,16,15,2,13,17,11,6,12,1,8
9,18,11,4,1,15,17,10,13,3,5,16,12,0,2,14,6,7,8
14,5,0,6,2,13,15,16,7,3,18,4,9,12,11,17,10,1,8
14,5,13,10,0,2,4,9,1,6,16,18,7,3,12,15,17,11,8
14,18,0,4,7,9,10,3,5,15,16,2,13,17,6,11,12,1,8
14,18,13,4,1,15,2,11,5,7,0,3,12,10,6,9,17,16,8
16,0,5,6,13,15,2,14,18,7,3,12,4,9,11,8,17,10,1
16,5,11,0,9,18,13,15,2,6,14,3,7,4,17,1,10,12,8
16,6,0,7,2,15,13,3,5,18,14,9,11,12,4,8,10,17,1
16,6,13,7,0,2,15,3,5,14,18,9,4,11,12,8,10,17,1
16,8,0,5,9,17,11,15,18,6,7,3,4,13,12,14,2,10,1
18,0,5,8,9,12,16,17,2,6,11,13,15,4,3,14,7,10,1
18,5,11,8,0,9,12,16,17,2,6,13,15,4,3,14,7,1,10
18,5,13,10,0,4,9,1,2,6,14,16,7,15,17,3,11,12,8
18,5,15,10,0,4,9,6,7,16,14,17,3,11,12,13,2,8,1
18,13,3,14,2,7,0,12,4,5,15,16,6,9,8,10,17,1,11
18,15,3,12,6,17,2,9,0,13,8,16,4,5,11,14,7,10,1
5,9,16,0,8,17,11,15,18,3,4,6,7,13,12,14,2,10,1
7,16,5,15,10,0,2,4,9,6,18,14,13,3,1,12,17,11,8
8,9,16,0,7,3,4,5,13,15,2,18,17,10,14,6,11,1,12
14,18,5,13,10,0,2,4,9,1,6,16,7,3,12,15,17,11,8
18,5,13,11,12,9,17,2,6,3,16,0,10,8,4,15,14,7,1
18,5,15,11,12,9,17,6,3,4,16,0,8,13,7,2,14,1,10
