0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
14,1,0,8,10,12,6,11,2,17,5,18,4,9,15,19,13,7,16,3
15,2,6,1,16,19,11,13,14,0,5,9,12,8,10,4,18,3,7,17
16,0,6,9,15,5,11,2,1,12,8,19,18,7,13,14,17,10,4,3
16,2,6,1,15,19,11,13,14,0,5,9,12,8,10,4,18,3,7,17
17,1,0,8,12,6,10,11,2,14,4,5,9,18,15,13,7,16,19,3
18,2,7,12,14,1,11,13,17,10,8,9,15,4,19,0,5,3,6,16
19,1,0,6,9,10,11,12,5,15,3,18,2,4,13,14,8,7,16,17
2,8,11
5,0,6,7,12,15,9,11,13,14,19,3,8,18,1,2,10,4,17,16
5,6,15,8,0,9,2,11,14,10,12,18,19,3,1,16,4,13,7,17
5,8,0,4,12,9,11,14,17,18,3,19,15,1,2,10,13,6,7,16
5,9,0,4,3,8,12,18,19,10,14,11,17,2,1,6,13,15,7,16
5,9,15,4,3,8,12,18,19,14,10,2,11,0,17,6,7,13,1,16
5,10,0,4,3,12,14,18,19,8,9,1,6,13,11,17,15,2,16,7
5,11,0,7,12,15,2,6,9,13,14,1,17,18,8,16,19,10,3,4
5,11,15,8,2,9,14,18,19,3,12,4,10,1,6,13,7,0,17,16
5,12,0,4,8,9,11,14,17,18,3,19,15,1,2,10,13,6,7,16
6,1,10,11,0,5,9,12,15,19,3,18,7,13,14,2,4,8,16,17
6,9,0,4,5,12,19,3,8,18,10,15,1,13,14,11,17,2,7,16
6,9,15,4,5,12,19,3,8,18,14,10,7,11,13,1,0,17,2,16
6,9,19,14,1,10,12,15,3,8,18,11,2,13,17,0,5,4,7,16
6,10,0,4,5,12,19,3,14,18,8,9,15,1,13,11,17,2,7,16
6,10,19,0,9,3,5,12,18,4,14,15,8,1,13,2,17,11,7,16
6,12,0,4,5,19,8,9,10,15,1,3,13,14,2,11,17,18,7,16
6,12,1,9,11,19,0,5,15,2,3,4,10,13,14,8,7,16,17,18
6,16,15,4,5,12,19,2,8,14,17,18,9,10,11,7,13,1,3,0
6,19,1,9,11,12,0,5,15,2,3,4,10,13,14,8,7,16,18,17
7,12,14,2,1,11,13,17,18,10,15,8,9,4,19,0,5,6,3,16
8,9,0,4,3,5,12,18,19,14,10,6,15,11,17,1,13,2,16,7
8,11,0,1,2,14,17,6,10,12,15,16,19,13,18,7,4,5,9,3
8,14,2,6,0,5,9,1,10,12,15,19,16,11,4,3,18,17,13,7
8,17,2,15,5,9,11,14,13,4,12,10,18,19,3,1,0,7,6,16
8,18,2,13,14,17,10,12,1,4,0,5,19,9,11,7,6,3,15,16
9,11,0,4,3,5,8,12,18,19,10,14,6,15,17,2,1,13,16,7
9,12,0,4,3,5,8,18,19,10,14,6,15,11,17,2,1,13,16,7
9,12,3,10,0,5,6,18,19,8,4,15,14,2,1,13,11,17,7,16
10,12,0,4,3,5,14,18,19,8,9,15,6,2,1,13,11,17,7,16
10,12,1,5,6,11,0,9,15,3,18,19,13,14,7,2,4,8,17,16
10,12,3,6,9,19,0,5,18,1,4,13,14,8,11,15,2,17,7,16
10,12,14,0,8,5,18,4,9,11,17,15,2,3,19,6,1,13,7,16
12,3,4,6,9,10,19,5,8,18,0,14,1,13,15,11,17,2,7,16
12,11,0,4,5,8,9,14,17,18,3,19,15,1,2,10,13,6,7,16
12,13,1,9,15,19,6,11,5,7,14,2,3,4,10,0,8,18,17,16
12,14,1,9,3,8,15,18,19,6,11,10,4,0,5,17,2,7,13,16
12,16,6,0,9,15,5,7,11,13,14,10,4,8,2,1,19,3,18,17
12,16,6,10
12,17,1,5,4,8,6,10,11,14,19,3,18,0,9,2,15,13,7,16
12,18,4,13,2,10,14,17,19,1,7,11,8,3,5,6,9,15,0,16
13,1,2,12,7,11,14,17,18,15,8,9,4,10,6,19,5,0,3,16
13,10,1,11,2,12,15,0,5,14,18,19,7,17,8,6,9,4,3,16
14,1,2,12,7,11,13,17,18,15,8,9,10,4,6,19,5,0,3,16
15,2,7,13,12,14,5,6,9,11,1,17,18,8,10,4,16,19,0,3
16,0,6,10,11,2,15,1,5,9,12,8,19,13,14,18,7,17,3,4
16,2,7,15,13,12,14,6,1,11,17,18,5,9,19,10,0,8,4,3
17,1,2,12,7,11,13,14,18,15,8,9,10,4,6,19,5,0,3,16
19,1,2,12,3,4,6,9,10,13,14,7,11,17,18,8,5,15,16,0
5,6,9,0,7,12,15,11,13,14,1,2,8,10,19,4,3,18,17,16
5,6,9,12
5,6,9,15,14,4,8,10,12,1,19,3,18,17,0,2,11,13,7,16
5,6,10,0,11,1,9,12,15,19,2,13,14,3,18,7,4,8,16,17
5,6,10,12
5,6,12,0,8,9,4,11,14,17,18,3,19,15,1,2,10,13,7,16
5,8,9,0,4,3,12,18,19,10,14,11,17,1,6,13,2,15,16,7
5,8,9,11
5,8,11,0,7,12,15,2,14,4,9,17,18,6,13,1,10,19,3,16
5,9,11,0,7,12,15,2,6,13,14,1,17,18,8,19,16,10,4,3
5,9,11,12
5,9,12,0,4,3,8,18,19,10,14,11,17,2,6,15,1,13,7,16
5,10,12,0,4,3,14,18,19,8,9,15,2,6,1,13,11,17,7,16
5,11,12,0,8,4,9,14,17,18,3,19,15,10,1,2,13,6,7,16
6,9,12,0,4,5,19,3,8,18,10,15,1,13,14,2,11,17,7,16
6,10,12,0,4,5,19,3,14,18,8,9,15,1,13,2,11,17,7,16
8,9,11,0,4,3,5,12,18,19,14,10,6,15,17,1,13,2,16,7
9,11,12,0,4,3,5,8,18,19,10,14,6,15,17,2,1,13,16,7
10,12,13,1,11,0,5,2,15,6,8,9,14,18,19,7,17,16,4,3
10,12,13,14,0,8,5,18,4,9,11,17,2,15,3,19,6,1,7,16
10,12,14,1,11,0,5,2,8,15,6,9,4,13,18,19,7,17,16,3
13,1,2,14,18,10,12,19,7,11,17,4,9,3,6,15,8,0,5,16
15,2,7,14,13,12,5,6,9,11,1,17,18,8,4,10,16,19,0,3
19,1,2,13,12,3,4,6,9,10,14,7,11,17,18,8,5,15,16,0
