0,1,2,3,4,5,6,7,8,9,10
1,4,6,9,8,3,0,5,10,2,7
1,5,6,9,8,3,0,4,10,2,7
1,5,6,10,8,7,0,4,9,2,3
1,5,9,10,8,4,0,2,3,6,7
1,6,9,10,8,4,0,2,3,5,7
2,4,5,7,9
2,5,7,9,10
4,5,6,7,9
4,5,6,9,8,0,1,2,10,7,3
5,6,7,9,10
5,6,9,10,8,0,1,2,4,7,3
