0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
3,18,0,1,2,4,5,6,7,9,10,11,13,15,16,17,8,14,12
4,12,1,2,5,6,7,8,10,11,13,14,17,18,3,9,15,16,0
4,14,0,1,2,3,6,7,8,9,10,11,13,15,16,17,5,18,12
4,18,0,1,2,3,5,6,7,9,10,11,13,15,16,17,8,14,12
5,12,1,2,4,6,7,8,10,11,13,14,17,18,0,3,9,15,16
5,18,0,1,2,3,4,6,7,9,10,11,13,15,16,17,8,14,12
6,12,1,2,4,5,7,8,10,11,13,14,17,18,3,9,15,16,0
6,14,0,1,2,3,4,7,8,9,10,11,13,15,16,17,5,18,12
6,18,0,1,2,3,4,5,7,9,10,11,13,15,16,17,8,14,12
7,12,1,2,4,5,6,8,10,11,13,14,17,18,3,9,15,16,0
7,14,0,1,2,3,4,6,8,9,10,11,13,15,16,17,5,18,12
7,18,0,1,2,3,4,5,6,9,10,11,13,15,16,17,8,14,12
8,12,1,2,4,5,6,7,10,11,13,14,17,18,3,9,15,16,0
8,14,0,1,2,3,4,6,7,9,10,11,13,15,16,17,5,18,12
9,14,0,1,2,3,4,6,7,8,10,11,13,15,16,17,5,18,12
9,18,0,1,2,3,4,5,6,7,10,11,13,15,16,17,8,14,12
10,12,1,2,4,5,6,7,8,11,13,14,17,18,3,9,15,16,0
10,14,0,1,2,3,4,6,7,8,9,11,13,15,16,17,5,18,12
10,18,0,1,2,3,4,5,6,7,9,11,13,15,16,17,8,14,12
11,12,1,2,4,5,6,7,8,10,13,14,17,18,3,9,15,16,0
11,14,0,1,2,3,4,6,7,8,9,10,13,15,16,17,5,18,12
11,18,0,1,2,3,4,5,6,7,9,10,13,15,16,17,8,14,12
13,12,1,2,4,5,6,7,8,10,11,14,17,18,3,9,15,16,0
13,14,0,1,2,3,4,6,7,8,9,10,11,15,16,17,5,18,12
13,18,0,1,2,3,4,5,6,7,9,10,11,15,16,17,8,14,12
15,12,1,0,2,3,4,5,6,7,8,9,10,11,13,14,16,17,18
15,14,1,0,2,3,4,5,6,7,8,9,10,11,13,16,17,18,12
15,18,1,0,2,3,4,5,6,7,8,9,10,11,13,14,16,17,12
16,14,0,1,2,3,4,6,7,8,9,10,11,13,15,17,5,18,12
16,18,0,1,2,3,4,5,6,7,9,10,11,13,15,17,8,14,12
17,12,1,2,4,5,6,7,8,10,11,13,14,18,3,9,15,16,0
17,14,0,1,2,3,4,6,7,8,9,10,11,13,15,16,5,18,12
17,18,0,1,2,3,4,5,6,7,9,10,11,13,15,16,8,14,12
0,2,15,1,3,4,5,6,7,8,9,10,11,13,14,16,17,18,12
0,3,15,1,2,4,5,6,7,8,9,10,11,13,14,16,17,18,12
0,4,15,1,2,3,5,6,7,8,9,10,11,13,14,16,17,18,12
0,5,15,1,2,3,4,6,7,8,9,10,11,13,14,16,17,18,12
0,6,15,1,2,3,4,5,7,8,9,10,11,13,14,16,17,18,12
0,7,15,1,2,3,4,5,6,8,9,10,11,13,14,16,17,18,12
0,8,15,1,2,3,4,5,6,7,9,10,11,13,14,16,17,18,12
0,9,15,1,2,3,4,5,6,7,8,10,11,13,14,16,17,18,12
0,10,15,1,2,3,4,5,6,7,8,9,11,13,14,16,17,18,12
0,11,15,1,2,3,4,5,6,7,8,9,10,13,14,16,17,18,12
0,13,15,1,2,3,4,5,6,7,8,9,10,11,14,16,17,18,12
0,16,15,1,2,3,4,5,6,7,8,9,10,11,13,14,17,18,12
0,17,15,1,2,3,4,5,6,7,8,9,10,11,13,14,16,18,12
1,2,14,0,3,4,6,7,8,9,10,11,13,15,16,17,5,12,18
1,2,18,0,3,4,5,6,7,9,10,11,13,15,16,17,8,12,14
1,3,14,0,2,4,6,7,8,9,10,11,13,15,16,17,5,12,18
1,3,18,0,2,4,5,6,7,9,10,11,13,15,16,17,8,12,14
1,4,14,0,2,3,6,7,8,9,10,11,13,15,16,17,5,12,18
1,4,18,0,2,3,5,6,7,9,10,11,13,15,16,17,8,12,14
1,5,18,0,2,3,4,6,7,9,10,11,13,15,16,17,8,12,14
1,6,14,0,2,3,4,7,8,9,10,11,13,15,16,17,5,12,18
1,6,18,0,2,3,4,5,7,9,10,11,13,15,16,17,8,12,14
1,7,14,0,2,3,4,6,8,9,10,11,13,15,16,17,5,12,18
1,7,18,0,2,3,4,5,6,9,10,11,13,15,16,17,8,12,14
1,8,14,0,2,3,4,6,7,9,10,11,13,15,16,17,5,12,18
1,9,14,0,2,3,4,6,7,8,10,11,13,15,16,17,5,12,18
1,9,18,0,2,3,4,5,6,7,10,11,13,15,16,17,8,12,14
1,10,14,0,2,3,4,6,7,8,9,11,13,15,16,17,5,12,18
1,10,18,0,2,3,4,5,6,7,9,11,13,15,16,17,8,12,14
1,11,14,0,2,3,4,6,7,8,9,10,13,15,16,17,5,12,18
1,11,18,0,2,3,4,5,6,7,9,10,13,15,16,17,8,12,14
1,13,14,0,2,3,4,6,7,8,9,10,11,15,16,17,5,12,18
1,13,18,0,2,3,4,5,6,7,9,10,11,15,16,17,8,12,14
1,16,14,0,2,3,4,6,7,8,9,10,11,13,15,17,5,12,18
1,16,18,0,2,3,4,5,6,7,9,10,11,13,15,17,8,12,14
1,17,14,0,2,3,4,6,7,8,9,10,11,13,15,16,5,12,18
1,17,18,0,2,3,4,5,6,7,9,10,11,13,15,16,8,12,14
2,3,14,0,1,4,6,7,8,9,10,11,13,15,16,17,5,18,12
2,3,18,0,1,4,5,6,7,9,10,11,13,15,16,17,8,14,12
2,4,12,3,5,6,7,8,10,11,13,14,15,17,18,1,9,16,0
2,4,14,0,1,3,6,7,8,9,10,11,13,15,16,17,5,18,12
2,4,18,0,1,3,5,6,7,9,10,11,13,15,16,17,8,14,12
2,5,12,3,4,6,7,8,10,11,13,14,15,17,18,0,1,9,16
2,5,18,0,1,3,4,6,7,9,10,11,13,15,16,17,8,14,12
2,6,12,3,4,5,7,8,10,11,13,14,15,17,18,1,9,16,0
2,6,14,0,1,3,4,7,8,9,10,11,13,15,16,17,5,18,12
2,6,18,0,1,3,4,5,7,9,10,11,13,15,16,17,8,14,12
2,7,12,3,4,5,6,8,10,11,13,14,15,17,18,1,9,16,0
2,7,14,0,1,3,4,6,8,9,10,11,13,15,16,17,5,18,12
2,7,18,0,1,3,4,5,6,9,10,11,13,15,16,17,8,14,12
2,8,12,3,4,5,6,7,10,11,13,14,15,17,18,1,9,16,0
2,8,14,0,1,3,4,6,7,9,10,11,13,15,16,17,5,18,12
2,9,14,0,1,3,4,6,7,8,10,11,13,15,16,17,5,18,12
2,9,18,0,1,3,4,5,6,7,10,11,13,15,16,17,8,14,12
2,10,12,3,4,5,6,7,8,11,13,14,15,17,18,1,9,16,0
2,10,14,0,1,3,4,6,7,8,9,11,13,15,16,17,5,18,12
2,10,18,0,1,3,4,5,6,7,9,11,13,15,16,17,8,14,12
2,11,12,3,4,5,6,7,8,10,13,14,15,17,18,1,9,16,0
2,11,14,0,1,3,4,6,7,8,9,10,13,15,16,17,5,18,12
2,11,18,0,1,3,4,5,6,7,9,10,13,15,16,17,8,14,12
2,13,12,3,4,5,6,7,8,10,11,14,15,17,18,1,9,16,0
2,13,14,0,1,3,4,6,7,8,9,10,11,15,16,17,5,18,12
2,13,18,0,1,3,4,5,6,7,9,10,11,15,16,17,8,14,12
2,15,12,3,4,5,6,7,8,10,11,13,14,17,18,1,9,16,0
2,15,14,1,0,3,4,5,6,7,8,9,10,11,13,16,17,18,12
2,15,18,1,0,3,4,5,6,7,8,9,10,11,13,14,16,17,12
2,16,14,0,1,3,4,6,7,8,9,10,11,13,15,17,5,18,12
2,16,18,0,1,3,4,5,6,7,9,10,11,13,15,17,8,14,12
2,17,12,3,4,5,6,7,8,10,11,13,14,15,18,1,9,16,0
2,17,14,0,1,3,4,6,7,8,9,10,11,13,15,16,5,18,12
2,17,18,0,1,3,4,5,6,7,9,10,11,13,15,16,8,14,12
3,4,14,0,1,2,6,7,8,9,10,11,13,15,16,17,5,18,12
3,4,18,0,1,2,5,6,7,9,10,11,13,15,16,17,8,14,12
3,5,18,0,1,2,4,6,7,9,10,11,13,15,16,17,8,14,12
3,6,14,0,1,2,4,7,8,9,10,11,13,15,16,17,5,18,12
3,6,18,0,1,2,4,5,7,9,10,11,13,15,16,17,8,14,12
3,7,14,0,1,2,4,6,8,9,10,11,13,15,16,17,5,18,12
3,7,18,0,1,2,4,5,6,9,10,11,13,15,16,17,8,14,12
3,8,14,0,1,2,4,6,7,9,10,11,13,15,16,17,5,18,12
3,9,14,0,1,2,4,6,7,8,10,11,13,15,16,17,5,18,12
3,9,18,0,1,2,4,5,6,7,10,11,13,15,16,17,8,14,12
3,10,14,0,1,2,4,6,7,8,9,11,13,15,16,17,5,18,12
3,10,18,0,1,2,4,5,6,7,9,11,13,15,16,17,8,14,12
3,11,14,0,1,2,4,6,7,8,9,10,13,15,16,17,5,18,12
3,11,18,0,1,2,4,5,6,7,9,10,13,15,16,17,8,14,12
3,13,14,0,1,2,4,6,7,8,9,10,11,15,16,17,5,18,12
3,13,18,0,1,2,4,5,6,7,9,10,11,15,16,17,8,14,12
3,15,14,1,0,2,4,5,6,7,8,9,10,11,13,16,17,18,12
3,15,18,1,0,2,4,5,6,7,8,9,10,11,13,14,16,17,12
3,16,14,0,1,2,4,6,7,8,9,10,11,13,15,17,5,18,12
3,16,18,0,1,2,4,5,6,7,9,10,11,13,15,17,8,14,12
3,17,14,0,1,2,4,6,7,8,9,10,11,13,15,16,5,18,12
3,17,18,0,1,2,4,5,6,7,9,10,11,13,15,16,8,14,12
4,5,12,1,2,6,7,8,10,11,13,14,17,18,0,3,9,15,16
4,5,18,0,1,2,3,6,7,9,10,11,13,15,16,17,8,14,12
4,6,12,1,2,5,7,8,10,11,13,14,17,18,3,9,15,16,0
4,6,14,0,1,2,3,7,8,9,10,11,13,15,16,17,5,18,12
4,6,18,0,1,2,3,5,7,9,10,11,13,15,16,17,8,14,12
4,7,12,1,2,5,6,8,10,11,13,14,17,18,3,9,15,16,0
4,7,14,0,1,2,3,6,8,9,10,11,13,15,16,17,5,18,12
4,7,18,0,1,2,3,5,6,9,10,11,13,15,16,17,8,14,12
4,8,12,1,2,5,6,7,10,11,13,14,17,18,3,9,15,16,0
4,8,14,0,1,2,3,6,7,9,10,11,13,15,16,17,5,18,12
4,9,14,0,1,2,3,6,7,8,10,11,13,15,16,17,5,18,12
4,9,18,0,1,2,3,5,6,7,10,11,13,15,16,17,8,14,12
4,10,12,1,2,5,6,7,8,11,13,14,17,18,3,9,15,16,0
4,10,14,0,1,2,3,6,7,8,9,11,13,15,16,17,5,18,12
4,10,18,0,1,2,3,5,6,7,9,11,13,15,16,17,8,14,12
4,11,12,1,2,5,6,7,8,10,13,14,17,18,3,9,15,16,0
4,11,14,0,1,2,3,6,7,8,9,10,13,15,16,17,5,18,12
4,11,18,0,1,2,3,5,6,7,9,10,13,15,16,17,8,14,12
4,13,12,1,2,5,6,7,8,10,11,14,17,18,3,9,15,16,0
4,13,14,0,1,2,3,6,7,8,9,10,11,15,16,17,5,18,12
4,13,18,0,1,2,3,5,6,7,9,10,11,15,16,17,8,14,12
4,15,12,1,0,2,3,5,6,7,8,9,10,11,13,14,16,17,18
4,15,14,1,0,2,3,5,6,7,8,9,10,11,13,16,17,18,12
4,15,18,1,0,2,3,5,6,7,8,9,10,11,13,14,16,17,12
4,16,14,0,1,2,3,6,7,8,9,10,11,13,15,17,5,18,12
4,16,18,0,1,2,3,5,6,7,9,10,11,13,15,17,8,14,12
4,17,12,1,2,5,6,7,8,10,11,13,14,18,3,9,15,16,0
4,17,14,0,1,2,3,6,7,8,9,10,11,13,15,16,5,18,12
4,17,18,0,1,2,3,5,6,7,9,10,11,13,15,16,8,14,12
5,6,12,1,2,4,7,8,10,11,13,14,17,18,0,3,9,15,16
5,6,18,0,1,2,3,4,7,9,10,11,13,15,16,17,8,14,12
5,7,12,1,2,4,6,8,10,11,13,14,17,18,3,9,15,16,0
5,7,18,0,1,2,3,4,6,9,10,11,13,15,16,17,8,14,12
5,8,12,1,2,4,6,7,10,11,13,14,17,18,0,3,9,15,16
5,9,18,0,1,2,3,4,6,7,10,11,13,15,16,17,8,14,12
5,10,12,1,2,4,6,7,8,11,13,14,17,18,0,3,9,15,16
5,10,18,0,1,2,3,4,6,7,9,11,13,15,16,17,8,14,12
5,11,12,1,2,4,6,7,8,10,13,14,17,18,0,3,9,15,16
5,11,18,0,1,2,3,4,6,7,9,10,13,15,16,17,8,14,12
5,13,12,1,2,4,6,7,8,10,11,14,17,18,0,3,9,15,16
5,13,18,0,1,2,3,4,6,7,9,10,11,15,16,17,8,14,12
5,15,12,1,0,2,3,4,6,7,8,9,10,11,13,14,16,17,18
5,15,18,1,0,2,3,4,6,7,8,9,10,11,13,14,16,17,12
5,16,18,0,1,2,3,4,6,7,9,10,11,13,15,17,8,14,12
5,17,12,1,2,4,6,7,8,10,11,13,14,18,0,3,9,15,16
5,17,18,0,1,2,3,4,6,7,9,10,11,13,15,16,8,14,12
6,7,12,1,2,4,5,8,10,11,13,14,17,18,3,9,15,16,0
6,7,14,0,1,2,3,4,8,9,10,11,13,15,16,17,5,18,12
6,7,18,0,1,2,3,4,5,9,10,11,13,15,16,17,8,14,12
6,8,12,1,2,4,5,7,10,11,13,14,17,18,3,9,15,16,0
6,8,14,0,1,2,3,4,7,9,10,11,13,15,16,17,5,18,12
6,9,14,0,1,2,3,4,7,8,10,11,13,15,16,17,5,18,12
6,9,18,0,1,2,3,4,5,7,10,11,13,15,16,17,8,14,12
6,10,12,1,2,4,5,7,8,11,13,14,17,18,3,9,15,16,0
6,10,14,0,1,2,3,4,7,8,9,11,13,15,16,17,5,18,12
6,10,18,0,1,2,3,4,5,7,9,11,13,15,16,17,8,14,12
6,11,12,1,2,4,5,7,8,10,13,14,17,18,3,9,15,16,0
6,11,14,0,1,2,3,4,7,8,9,10,13,15,16,17,5,18,12
6,11,18,0,1,2,3,4,5,7,9,10,13,15,16,17,8,14,12
6,13,12,1,2,4,5,7,8,10,11,14,17,18,3,9,15,16,0
6,13,14,0,1,2,3,4,7,8,9,10,11,15,16,17,5,18,12
6,13,18,0,1,2,3,4,5,7,9,10,11,15,16,17,8,14,12
6,15,12,1,0,2,3,4,5,7,8,9,10,11,13,14,16,17,18
6,15,14,1,0,2,3,4,5,7,8,9,10,11,13,16,17,18,12
6,15,18,1,0,2,3,4,5,7,8,9,10,11,13,14,16,17,12
6,16,14,0,1,2,3,4,7,8,9,10,11,13,15,17,5,18,12
6,16,18,0,1,2,3,4,5,7,9,10,11,13,15,17,8,14,12
6,17,12,1,2,4,5,7,8,10,11,13,14,18,3,9,15,16,0
6,17,14,0,1,2,3,4,7,8,9,10,11,13,15,16,5,18,12
6,17,18,0,1,2,3,4,5,7,9,10,11,13,15,16,8,14,12
7,8,12,1,2,4,5,6,10,11,13,14,17,18,3,9,15,16,0
7,8,14,0,1,2,3,4,6,9,10,11,13,15,16,17,5,18,12
7,9,14,0,1,2,3,4,6,8,10,11,13,15,16,17,5,18,12
7,9,18,0,1,2,3,4,5,6,10,11,13,15,16,17,8,14,12
7,10,12,1,2,4,5,6,8,11,13,14,17,18,3,9,15,16,0
7,10,14,0,1,2,3,4,6,8,9,11,13,15,16,17,5,18,12
7,10,18,0,1,2,3,4,5,6,9,11,13,15,16,17,8,14,12
7,11,12,1,2,4,5,6,8,10,13,14,17,18,3,9,15,16,0
7,11,14,0,1,2,3,4,6,8,9,10,13,15,16,17,5,18,12
7,11,18,0,1,2,3,4,5,6,9,10,13,15,16,17,8,14,12
7,13,12,1,2,4,5,6,8,10,11,14,17,18,3,9,15,16,0
7,13,14,0,1,2,3,4,6,8,9,10,11,15,16,17,5,18,12
7,13,18,0,1,2,3,4,5,6,9,10,11,15,16,17,8,14,12
7,15,12,1,0,2,3,4,5,6,8,9,10,11,13,14,16,17,18
7,15,14,1,0,2,3,4,5,6,8,9,10,11,13,16,17,18,12
7,15,18,1,0,2,3,4,5,6,8,9,10,11,13,14,16,17,12
7,16,14,0,1,2,3,4,6,8,9,10,11,13,15,17,5,18,12
7,16,18,0,1,2,3,4,5,6,9,10,11,13,15,17,8,14,12
8,9,14,0,1,2,3,4,6,7,10,11,13,15,16,17,5,18,12
8,10,12,1,2,4,5,6,7,11,13,14,17,18,3,9,15,16,0
8,10,14,0,1,2,3,4,6,7,9,11,13,15,16,17,5,18,12
8,11,12,1,2,4,5,6,7,10,13,14,17,18,3,9,15,16,0
8,11,14,0,1,2,3,4,6,7,9,10,13,15,16,17,5,18,12
8,13,12,1,2,4,5,6,7,10,11,14,17,18,3,9,15,16,0
8,13,14,0,1,2,3,4,6,7,9,10,11,15,16,17,5,18,12
8,15,12,1,0,2,3,4,5,6,7,9,10,11,13,14,16,17,18
8,15,14,1,0,2,3,4,5,6,7,9,10,11,13,16,17,18,12
8,16,14,0,1,2,3,4,6,7,9,10,11,13,15,17,5,18,12
8,17,12,1,2,4,5,6,7,10,11,13,14,18,3,9,15,16,0
8,17,14,0,1,2,3,4,6,7,9,10,11,13,15,16,5,18,12
9,10,14,0,1,2,3,4,6,7,8,11,13,15,16,17,5,18,12
9,10,18,0,1,2,3,4,5,6,7,11,13,15,16,17,8,14,12
9,11,14,0,1,2,3,4,6,7,8,10,13,15,16,17,5,18,12
9,11,18,0,1,2,3,4,5,6,7,10,13,15,16,17,8,14,12
9,13,14,0,1,2,3,4,6,7,8,10,11,15,16,17,5,18,12
9,13,18,0,1,2,3,4,5,6,7,10,11,15,16,17,8,14,12
9,15,14,1,0,2,3,4,5,6,7,8,10,11,13,16,17,18,12
9,15,18,1,0,2,3,4,5,6,7,8,10,11,13,14,16,17,12
9,16,14,0,1,2,3,4,6,7,8,10,11,13,15,17,5,18,12
9,16,18,0,1,2,3,4,5,6,7,10,11,13,15,17,8,14,12
9,17,14,0,1,2,3,4,6,7,8,10,11,13,15,16,5,18,12
9,17,18,0,1,2,3,4,5,6,7,10,11,13,15,16,8,14,12
10,11,12,1,2,4,5,6,7,8,13,14,17,18,3,9,15,16,0
10,11,14,0,1,2,3,4,6,7,8,9,13,15,16,17,5,18,12
10,11,18,0,1,2,3,4,5,6,7,9,13,15,16,17,8,14,12
10,13,12,1,2,4,5,6,7,8,11,14,17,18,3,9,15,16,0
10,13,14,0,1,2,3,4,6,7,8,9,11,15,16,17,5,18,12
10,13,18,0,1,2,3,4,5,6,7,9,11,15,16,17,8,14,12
10,15,12,1,0,2,3,4,5,6,7,8,9,11,13,14,16,17,18
10,15,14,1,0,2,3,4,5,6,7,8,9,11,13,16,17,18,12
10,15,18,1,0,2,3,4,5,6,7,8,9,11,13,14,16,17,12
10,16,14,0,1,2,3,4,6,7,8,9,11,13,15,17,5,18,12
10,16,18,0,1,2,3,4,5,6,7,9,11,13,15,17,8,14,12
10,17,12,1,2,4,5,6,7,8,11,13,14,18,3,9,15,16,0
10,17,14,0,1,2,3,4,6,7,8,9,11,13,15,16,5,18,12
10,17,18,0,1,2,3,4,5,6,7,9,11,13,15,16,8,14,12
11,13,12,1,2,4,5,6,7,8,10,14,17,18,3,9,15,16,0
11,13,14,0,1,2,3,4,6,7,8,9,10,15,16,17,5,18,12
11,13,18,0,1,2,3,4,5,6,7,9,10,15,16,17,8,14,12
11,15,12,1,0,2,3,4,5,6,7,8,9,10,13,14,16,17,18
11,15,14,1,0,2,3,4,5,6,7,8,9,10,13,16,17,18,12
11,15,18,1,0,2,3,4,5,6,7,8,9,10,13,14,16,17,12
11,16,14,0,1,2,3,4,6,7,8,9,10,13,15,17,5,18,12
11,16,18,0,1,2,3,4,5,6,7,9,10,13,15,17,8,14,12
11,17,12,1,2,4,5,6,7,8,10,13,14,18,3,9,15,16,0
11,17,14,0,1,2,3,4,6,7,8,9,10,13,15,16,5,18,12
11,17,18,0,1,2,3,4,5,6,7,9,10,13,15,16,8,14,12
13,15,12,1,0,2,3,4,5,6,7,8,9,10,11,14,16,17,18
13,15,14,1,0,2,3,4,5,6,7,8,9,10,11,16,17,18,12
13,15,18,1,0,2,3,4,5,6,7,8,9,10,11,14,16,17,12
13,16,14,0,1,2,3,4,6,7,8,9,10,11,15,17,5,18,12
13,16,18,0,1,2,3,4,5,6,7,9,10,11,15,17,8,14,12
15,16,14,1,0,2,3,4,5,6,7,8,9,10,11,13,17,18,12
15,16,18,1,0,2,3,4,5,6,7,8,9,10,11,13,14,17,12
15,17,12,1,0,2,3,4,5,6,7,8,9,10,11,13,14,16,18
15,17,14,1,0,2,3,4,5,6,7,8,9,10,11,13,16,18,12
15,17,18,1,0,2,3,4,5,6,7,8,9,10,11,13,14,16,12
16,17,14,0,1,2,3,4,6,7,8,9,10,11,13,15,5,18,12
16,17,18,0,1,2,3,4,5,6,7,9,10,11,13,15,8,14,12
0,2,3,15,1,4,5,6,7,8,9,10,11,13,14,16,17,18,12
0,2,4,15,1,3,5,6,7,8,9,10,11,13,14,16,17,18,12
0,2,5,15,1,3,4,6,7,8,9,10,11,13,14,16,17,18,12
0,2,6,15,1,3,4,5,7,8,9,10,11,13,14,16,17,18,12
0,2,7,15,1,3,4,5,6,8,9,10,11,13,14,16,17,18,12
0,2,8,15,1,3,4,5,6,7,9,10,11,13,14,16,17,18,12
0,2,9,15,1,3,4,5,6,7,8,10,11,13,14,16,17,18,12
0,2,10,15,1,3,4,5,6,7,8,9,11,13,14,16,17,18,12
0,2,11,15,1,3,4,5,6,7,8,9,10,13,14,16,17,18,12
0,2,13,15,1,3,4,5,6,7,8,9,10,11,14,16,17,18,12
0,2,16,15,1,3,4,5,6,7,8,9,10,11,13,14,17,18,12
0,2,17,15,1,3,4,5,6,7,8,9,10,11,13,14,16,18,12
0,3,4,15,1,2,5,6,7,8,9,10,11,13,14,16,17,18,12
0,3,5,15,1,2,4,6,7,8,9,10,11,13,14,16,17,18,12
0,3,6,15,1,2,4,5,7,8,9,10,11,13,14,16,17,18,12
0,3,7,15,1,2,4,5,6,8,9,10,11,13,14,16,17,18,12
0,3,8,15,1,2,4,5,6,7,9,10,11,13,14,16,17,18,12
0,3,9,15,1,2,4,5,6,7,8,10,11,13,14,16,17,18,12
0,3,10,15,1,2,4,5,6,7,8,9,11,13,14,16,17,18,12
0,3,11,15,1,2,4,5,6,7,8,9,10,13,14,16,17,18,12
0,3,13,15,1,2,4,5,6,7,8,9,10,11,14,16,17,18,12
0,3,16,15,1,2,4,5,6,7,8,9,10,11,13,14,17,18,12
0,3,17,15,1,2,4,5,6,7,8,9,10,11,13,14,16,18,12
0,4,5,15,1,2,3,6,7,8,9,10,11,13,14,16,17,18,12
0,4,6,15,1,2,3,5,7,8,9,10,11,13,14,16,17,18,12
0,4,7,15,1,2,3,5,6,8,9,10,11,13,14,16,17,18,12
0,4,8,15,1,2,3,5,6,7,9,10,11,13,14,16,17,18,12
0,4,9,15,1,2,3,5,6,7,8,10,11,13,14,16,17,18,12
0,4,10,15,1,2,3,5,6,7,8,9,11,13,14,16,17,18,12
0,4,11,15,1,2,3,5,6,7,8,9,10,13,14,16,17,18,12
0,4,13,15,1,2,3,5,6,7,8,9,10,11,14,16,17,18,12
0,4,16,15,1,2,3,5,6,7,8,9,10,11,13,14,17,18,12
0,4,17,15,1,2,3,5,6,7,8,9,10,11,13,14,16,18,12
0,5,6,15,1,2,3,4,7,8,9,10,11,13,14,16,17,18,12
0,5,7,15,1,2,3,4,6,8,9,10,11,13,14,16,17,18,12
0,5,8,15,1,2,3,4,6,7,9,10,11,13,14,16,17,18,12
0,5,9,15,1,2,3,4,6,7,8,10,11,13,14,16,17,18,12
0,5,10,15,1,2,3,4,6,7,8,9,11,13,14,16,17,18,12
0,5,11,15,1,2,3,4,6,7,8,9,10,13,14,16,17,18,12
0,5,13,15,1,2,3,4,6,7,8,9,10,11,14,16,17,18,12
0,5,16,15,1,2,3,4,6,7,8,9,10,11,13,14,17,18,12
0,5,17,15,1,2,3,4,6,7,8,9,10,11,13,14,16,18,12
0,6,7,15,1,2,3,4,5,8,9,10,11,13,14,16,17,18,12
0,6,8,15,1,2,3,4,5,7,9,10,11,13,14,16,17,18,12
0,6,9,15,1,2,3,4,5,7,8,10,11,13,14,16,17,18,12
0,6,10,15,1,2,3,4,5,7,8,9,11,13,14,16,17,18,12
0,6,11,15,1,2,3,4,5,7,8,9,10,13,14,16,17,18,12
0,6,13,15,1,2,3,4,5,7,8,9,10,11,14,16,17,18,12
0,6,16,15,1,2,3,4,5,7,8,9,10,11,13,14,17,18,12
0,6,17,15,1,2,3,4,5,7,8,9,10,11,13,14,16,18,12
0,7,8,15,1,2,3,4,5,6,9,10,11,13,14,16,17,18,12
