service_id,date,exception_type
000037,20210410,1
000037,20210412,1
000037,20210413,1
000037,20210414,1
000037,20210415,1
000037,20210416,1
000037,20210417,1
000037,20210419,1
000037,20210420,1
000037,20210421,1
000037,20210422,1
000037,20210423,1
000037,20210424,1
000037,20210426,1
000037,20210427,1
000037,20210428,1
000037,20210429,1
000037,20210430,1
000037,20210501,1
000037,20210503,1
000037,20210616,1
000037,20210617,1
000037,20210618,1
000037,20210619,1
000037,20210621,1
000037,20210622,1
000038,20210515,1
000038,20210522,1
000039,20210324,1
000039,20210325,1
000039,20210326,1
000039,20210327,1
000040,20210522,1
000041,20210513,1
000042,20210504,1
000042,20210505,1
000042,20210506,1
000042,20210507,1
000042,20210510,1
000042,20210511,1
000042,20210512,1
000042,20210517,1
000042,20210518,1
000042,20210519,1
000042,20210520,1
000042,20210521,1
000042,20210525,1
000042,20210526,1
000042,20210527,1
000042,20210528,1
000042,20210531,1
000042,20210601,1
000042,20210602,1
000042,20210603,1
000042,20210604,1
000042,20210607,1
000042,20210608,1
000042,20210609,1
000042,20210610,1
000042,20210611,1
000042,20210614,1
000042,20210615,1
000043,20210324,1
000043,20210325,1
000043,20210326,1
000043,20210329,1
000043,20210330,1
000043,20210331,1
000043,20210401,1
000043,20210402,1
000043,20210406,1
000043,20210407,1
000043,20210408,1
000043,20210409,1
000043,20210412,1
000043,20210413,1
000043,20210414,1
000043,20210415,1
000043,20210416,1
000043,20210419,1
000043,20210420,1
000043,20210421,1
000043,20210422,1
000043,20210423,1
000043,20210426,1
000043,20210427,1
000043,20210428,1
000043,20210429,1
000043,20210430,1
000043,20210503,1
000043,20210616,1
000043,20210617,1
000043,20210618,1
000043,20210621,1
000043,20210622,1
000044,20210404,1
000044,20210405,1
000044,20210411,1
000044,20210418,1
000044,20210425,1
000044,20210502,1
000044,20210620,1
000045,20210523,1
000046,20210516,1
000047,20210509,1
000047,20210524,1
000047,20210530,1
000047,20210606,1
000047,20210613,1
000048,20210419,1
000048,20210420,1
000048,20210421,1
000048,20210422,1
000048,20210423,1
000049,20210329,1
000049,20210330,1
000049,20210331,1
000049,20210401,1
000049,20210402,1
000049,20210406,1
000049,20210407,1
000049,20210408,1
000049,20210409,1
000049,20210412,1
000049,20210413,1
000049,20210414,1
000049,20210415,1
000049,20210416,1
000049,20210426,1
000049,20210427,1
000049,20210428,1
000049,20210429,1
000049,20210430,1
000049,20210503,1
000049,20210621,1
000049,20210622,1
000050,20210614,1
000050,20210615,1
000051,20210616,1
000051,20210617,1
000051,20210618,1
000052,20210504,1
000052,20210505,1
000052,20210506,1
000052,20210507,1
000052,20210510,1
000052,20210511,1
000052,20210512,1
000052,20210517,1
000052,20210518,1
000052,20210519,1
000052,20210520,1
000052,20210521,1
000052,20210525,1
000052,20210526,1
000052,20210527,1
000052,20210528,1
000052,20210531,1
000052,20210601,1
000052,20210602,1
000052,20210603,1
000052,20210604,1
000052,20210607,1
000052,20210608,1
000052,20210609,1
000052,20210610,1
000052,20210611,1
000053,20210324,1
000053,20210325,1
000053,20210326,1
000054,20210509,1
000054,20210516,1
000054,20210524,1
000054,20210530,1
000054,20210606,1
000055,20210504,1
000055,20210505,1
000055,20210506,1
000055,20210508,1
000055,20210509,1
000055,20210510,1
000055,20210511,1
000055,20210513,1
000055,20210516,1
000055,20210517,1
000055,20210518,1
000055,20210519,1
000055,20210520,1
000055,20210524,1
000055,20210525,1
000055,20210526,1
000055,20210527,1
000055,20210529,1
000055,20210530,1
000055,20210531,1
000055,20210601,1
000055,20210602,1
000055,20210603,1
000055,20210605,1
000055,20210606,1
000055,20210607,1
000055,20210608,1
000055,20210609,1
000055,20210610,1
000055,20210614,1
000055,20210615,1
000056,20210402,1
000056,20210409,1
000056,20210416,1
000056,20210423,1
000056,20210430,1
000056,20210618,1
000057,20210507,1
000057,20210512,1
000057,20210521,1
000057,20210528,1
000057,20210604,1
000057,20210611,1
000058,20210514,1
000058,20210515,1
000058,20210522,1
000058,20210523,1
000059,20210324,1
000059,20210325,1
000059,20210327,1
000059,20210328,1
000059,20210329,1
000059,20210330,1
000059,20210331,1
000059,20210401,1
000059,20210403,1
000059,20210404,1
000059,20210405,1
000059,20210406,1
000059,20210407,1
000059,20210408,1
000059,20210410,1
000059,20210411,1
000059,20210412,1
000059,20210413,1
000059,20210414,1
000059,20210415,1
000059,20210417,1
000059,20210418,1
000059,20210419,1
000059,20210420,1
000059,20210421,1
000059,20210422,1
000059,20210426,1
000059,20210427,1
000059,20210428,1
000059,20210429,1
000059,20210501,1
000059,20210502,1
000059,20210503,1
000059,20210616,1
000059,20210617,1
000059,20210619,1
000059,20210620,1
000059,20210621,1
000059,20210622,1
000060,20210326,1
000061,20210329,1
000061,20210330,1
000061,20210331,1
000061,20210401,1
000061,20210402,1
000061,20210406,1
000061,20210407,1
000061,20210408,1
000061,20210409,1
000061,20210412,1
000061,20210413,1
000061,20210414,1
000061,20210415,1
000061,20210416,1
000061,20210419,1
000061,20210420,1
000061,20210421,1
000061,20210422,1
000061,20210423,1
000061,20210426,1
000061,20210427,1
000061,20210428,1
000061,20210429,1
000061,20210430,1
000061,20210503,1
000061,20210504,1
000061,20210505,1
000061,20210506,1
000061,20210507,1
000061,20210510,1
000061,20210511,1
000061,20210512,1
000061,20210517,1
000061,20210518,1
000061,20210519,1
000061,20210520,1
000061,20210521,1
000061,20210525,1
000061,20210526,1
000061,20210527,1
000061,20210528,1
000061,20210531,1
000061,20210601,1
000061,20210602,1
000061,20210603,1
000061,20210604,1
000061,20210607,1
000061,20210608,1
000061,20210609,1
000061,20210610,1
000061,20210611,1
000061,20210614,1
000061,20210615,1
000061,20210616,1
000061,20210617,1
000061,20210618,1
000061,20210621,1
000061,20210622,1
000062,20210329,1
000062,20210330,1
000062,20210331,1
000062,20210401,1
000062,20210402,1
000062,20210403,1
000062,20210406,1
000062,20210407,1
000062,20210408,1
000062,20210409,1
000062,20210410,1
000062,20210412,1
000062,20210413,1
000062,20210414,1
000062,20210415,1
000062,20210416,1
000062,20210417,1
000062,20210419,1
000062,20210420,1
000062,20210421,1
000062,20210422,1
000062,20210423,1
000062,20210424,1
000062,20210426,1
000062,20210427,1
000062,20210428,1
000062,20210429,1
000062,20210430,1
000062,20210503,1
000062,20210504,1
000062,20210505,1
000062,20210506,1
000062,20210507,1
000062,20210510,1
000062,20210511,1
000062,20210512,1
000062,20210513,1
000062,20210514,1
000062,20210515,1
000062,20210517,1
000062,20210518,1
000062,20210519,1
000062,20210520,1
000062,20210521,1
000062,20210522,1
000062,20210525,1
000062,20210526,1
000062,20210527,1
000062,20210528,1
000062,20210529,1
000062,20210531,1
000062,20210601,1
000062,20210602,1
000062,20210603,1
000062,20210604,1
000062,20210605,1
000062,20210607,1
000062,20210608,1
000062,20210609,1
000062,20210610,1
000062,20210611,1
000062,20210612,1
000062,20210614,1
000062,20210615,1
000062,20210616,1
000062,20210617,1
000062,20210618,1
000062,20210619,1
000062,20210621,1
000062,20210622,1
000063,20210405,1
000063,20210411,1
000063,20210418,1
000063,20210425,1
000063,20210501,1
000063,20210502,1
000063,20210508,1
000063,20210509,1
000063,20210516,1
000063,20210523,1
000063,20210524,1
000063,20210530,1
000063,20210606,1
000063,20210620,1
000064,20210329,1
000064,20210330,1
000064,20210331,1
000064,20210401,1
000064,20210406,1
000064,20210407,1
000064,20210408,1
000064,20210409,1
000064,20210412,1
000064,20210413,1
000064,20210414,1
000064,20210415,1
000064,20210416,1
000064,20210419,1
000064,20210420,1
000064,20210421,1
000064,20210422,1
000064,20210423,1
000064,20210426,1
000064,20210427,1
000064,20210428,1
000064,20210429,1
000064,20210430,1
000064,20210503,1
000064,20210504,1
000064,20210505,1
000064,20210506,1
000064,20210507,1
000064,20210510,1
000064,20210511,1
000064,20210512,1
000064,20210517,1
000064,20210518,1
000064,20210519,1
000064,20210520,1
000064,20210521,1
000064,20210525,1
000064,20210526,1
000064,20210527,1
000064,20210528,1
000064,20210531,1
000064,20210601,1
000064,20210602,1
000064,20210603,1
000064,20210604,1
000064,20210607,1
000064,20210608,1
000064,20210609,1
000064,20210610,1
000064,20210611,1
000064,20210615,1
000064,20210616,1
000064,20210617,1
000064,20210618,1
000064,20210622,1
000065,20210402,1
000065,20210614,1
000065,20210621,1
000066,20210402,1
000066,20210403,1
000066,20210409,1
000066,20210410,1
000066,20210416,1
000066,20210417,1
000066,20210423,1
000066,20210424,1
000066,20210430,1
000066,20210501,1
000066,20210507,1
000066,20210508,1
000066,20210512,1
000066,20210513,1
000066,20210514,1
000066,20210515,1
000066,20210521,1
000066,20210522,1
000066,20210528,1
000066,20210529,1
000066,20210604,1
000066,20210605,1
000066,20210611,1
000066,20210612,1
000066,20210618,1
000066,20210619,1
000067,20210326,1
000067,20210327,1
000068,20210423,1
000069,20210326,1
000069,20210402,1
000069,20210409,1
000069,20210416,1
000069,20210430,1
000069,20210507,1
000069,20210512,1
000069,20210521,1
000069,20210528,1
000069,20210604,1
000069,20210611,1
000069,20210618,1
000070,20210329,1
000070,20210330,1
000070,20210331,1
000070,20210401,1
000070,20210404,1
000070,20210405,1
000070,20210406,1
000070,20210407,1
000070,20210408,1
000070,20210411,1
000070,20210412,1
000070,20210413,1
000070,20210414,1
000070,20210415,1
000070,20210418,1
000070,20210419,1
000070,20210420,1
000070,20210421,1
000070,20210422,1
000070,20210425,1
000070,20210426,1
000070,20210427,1
000070,20210428,1
000070,20210429,1
000070,20210502,1
000070,20210503,1
000070,20210504,1
000070,20210505,1
000070,20210506,1
000070,20210509,1
000070,20210510,1
000070,20210511,1
000070,20210516,1
000070,20210517,1
000070,20210518,1
000070,20210519,1
000070,20210520,1
000070,20210523,1
000070,20210524,1
000070,20210525,1
000070,20210526,1
000070,20210527,1
000070,20210530,1
000070,20210531,1
000070,20210601,1
000070,20210602,1
000070,20210603,1
000070,20210606,1
000070,20210607,1
000070,20210608,1
000070,20210609,1
000070,20210610,1
000070,20210613,1
000070,20210614,1
000070,20210615,1
000070,20210616,1
000070,20210617,1
000070,20210620,1
000070,20210621,1
000070,20210622,1
000071,20210324,1
000071,20210325,1
000071,20210328,1
000072,20210403,1
000072,20210405,1
000072,20210410,1
000072,20210411,1
000072,20210417,1
000072,20210418,1
000072,20210424,1
000072,20210425,1
000072,20210501,1
000072,20210502,1
000072,20210508,1
000072,20210509,1
000072,20210513,1
000072,20210514,1
000072,20210515,1
000072,20210516,1
000072,20210522,1
000072,20210523,1
000072,20210524,1
000072,20210529,1
000072,20210530,1
000072,20210605,1
000072,20210606,1
000072,20210612,1
000072,20210613,1
000072,20210619,1
000072,20210620,1
000073,20210327,1
000073,20210328,1
000074,20210329,1
000074,20210330,1
000074,20210331,1
000074,20210401,1
000074,20210406,1
000074,20210407,1
000074,20210408,1
000074,20210412,1
000074,20210413,1
000074,20210414,1
000074,20210415,1
000074,20210419,1
000074,20210420,1
000074,20210421,1
000074,20210422,1
000074,20210426,1
000074,20210427,1
000074,20210428,1
000074,20210429,1
000074,20210503,1
000074,20210504,1
000074,20210505,1
000074,20210506,1
000074,20210510,1
000074,20210511,1
000074,20210517,1
000074,20210518,1
000074,20210519,1
000074,20210520,1
000074,20210525,1
000074,20210526,1
000074,20210527,1
000074,20210531,1
000074,20210601,1
000074,20210602,1
000074,20210603,1
000074,20210607,1
000074,20210608,1
000074,20210609,1
000074,20210610,1
000074,20210614,1
000074,20210615,1
000074,20210616,1
000074,20210617,1
000074,20210621,1
000074,20210622,1
000075,20210324,1
000075,20210325,1
000076,20210324,1
000076,20210325,1
000076,20210326,1
000076,20210328,1
000076,20210329,1
000076,20210330,1
000076,20210331,1
000076,20210401,1
000076,20210402,1
000076,20210404,1
000076,20210406,1
000076,20210407,1
000076,20210408,1
000076,20210409,1
000076,20210411,1
000076,20210412,1
000076,20210413,1
000076,20210414,1
000076,20210415,1
000076,20210416,1
000076,20210418,1
000076,20210419,1
000076,20210420,1
000076,20210421,1
000076,20210422,1
000076,20210423,1
000076,20210425,1
000076,20210426,1
000076,20210427,1
000076,20210428,1
000076,20210429,1
000076,20210430,1
000076,20210502,1
000076,20210503,1
000076,20210504,1
000076,20210505,1
000076,20210509,1
000076,20210510,1
000076,20210511,1
000076,20210512,1
000076,20210516,1
000076,20210517,1
000076,20210518,1
000076,20210519,1
000076,20210520,1
000076,20210521,1
000076,20210523,1
000076,20210525,1
000076,20210526,1
000076,20210527,1
000076,20210528,1
000076,20210530,1
000076,20210531,1
000076,20210601,1
000076,20210602,1
000076,20210603,1
000076,20210604,1
000076,20210606,1
000076,20210607,1
000076,20210608,1
000076,20210609,1
000076,20210610,1
000076,20210611,1
000076,20210613,1
000076,20210614,1
000076,20210615,1
000076,20210616,1
000076,20210617,1
000076,20210618,1
000076,20210620,1
000076,20210621,1
000076,20210622,1
000077,20210402,1
000077,20210409,1
000077,20210416,1
000077,20210423,1
000077,20210430,1
000077,20210512,1
000077,20210521,1
000077,20210528,1
000077,20210604,1
000077,20210611,1
000077,20210618,1
000078,20210411,1
000078,20210502,1
000078,20210509,1
000078,20210606,1
000078,20210613,1
000078,20210620,1
000079,20210324,1
000079,20210325,1
000079,20210326,1
000079,20210329,1
000079,20210330,1
000079,20210331,1
000079,20210401,1
000079,20210402,1
000079,20210406,1
000079,20210407,1
000079,20210408,1
000079,20210409,1
000079,20210412,1
000079,20210413,1
000079,20210414,1
000079,20210415,1
000079,20210416,1
000079,20210419,1
000079,20210420,1
000079,20210421,1
000079,20210422,1
000079,20210423,1
000079,20210426,1
000079,20210427,1
000079,20210428,1
000079,20210429,1
000079,20210430,1
000079,20210503,1
000079,20210504,1
000079,20210505,1
000079,20210506,1
000079,20210510,1
000079,20210511,1
000079,20210512,1
000079,20210517,1
000079,20210518,1
000079,20210519,1
000079,20210520,1
000079,20210521,1
000079,20210525,1
000079,20210526,1
000079,20210527,1
000079,20210528,1
000079,20210531,1
000079,20210601,1
000079,20210602,1
000079,20210603,1
000079,20210604,1
000079,20210607,1
000079,20210608,1
000079,20210609,1
000079,20210610,1
000079,20210611,1
000079,20210614,1
000079,20210615,1
000079,20210616,1
000079,20210617,1
000079,20210618,1
000079,20210621,1
000079,20210622,1
000080,20210612,1
000081,20210327,1
000081,20210403,1
000081,20210410,1
000081,20210417,1
000081,20210424,1
000081,20210501,1
000081,20210508,1
000081,20210513,1
000081,20210514,1
000081,20210515,1
000081,20210522,1
000081,20210529,1
000081,20210605,1
000081,20210619,1
000082,20210324,1
000082,20210325,1
000082,20210326,1
000082,20210327,1
000082,20210329,1
000082,20210330,1
000082,20210331,1
000082,20210401,1
000082,20210402,1
000082,20210403,1
000082,20210406,1
000082,20210407,1
000082,20210408,1
000082,20210409,1
000082,20210410,1
000082,20210412,1
000082,20210413,1
000082,20210414,1
000082,20210415,1
000082,20210416,1
000082,20210417,1
000082,20210419,1
000082,20210420,1
000082,20210421,1
000082,20210422,1
000082,20210423,1
000082,20210424,1
000082,20210426,1
000082,20210427,1
000082,20210428,1
000082,20210429,1
000082,20210430,1
000082,20210501,1
000082,20210503,1
000082,20210504,1
000082,20210505,1
000082,20210506,1
000082,20210507,1
000082,20210510,1
000082,20210511,1
000082,20210512,1
000082,20210513,1
000082,20210514,1
000082,20210515,1
000082,20210517,1
000082,20210518,1
000082,20210519,1
000082,20210520,1
000082,20210521,1
000082,20210522,1
000082,20210525,1
000082,20210526,1
000082,20210527,1
000082,20210528,1
000082,20210529,1
000082,20210531,1
000082,20210601,1
000082,20210602,1
000082,20210603,1
000082,20210604,1
000082,20210605,1
000082,20210607,1
000082,20210608,1
000082,20210609,1
000082,20210610,1
000082,20210611,1
000082,20210612,1
000082,20210614,1
000082,20210615,1
000082,20210616,1
000082,20210617,1
000082,20210618,1
000082,20210619,1
000082,20210621,1
000082,20210622,1
000083,20210327,1
000083,20210403,1
000083,20210410,1
000083,20210417,1
000083,20210424,1
000083,20210501,1
000083,20210508,1
000083,20210513,1
000083,20210514,1
000083,20210515,1
000083,20210522,1
000083,20210529,1
000083,20210605,1
000083,20210612,1
000083,20210619,1
000084,20210324,1
000084,20210325,1
000084,20210326,1
000084,20210329,1
000084,20210330,1
000084,20210331,1
000084,20210401,1
000084,20210402,1
000084,20210406,1
000084,20210407,1
000084,20210408,1
000084,20210409,1
000084,20210412,1
000084,20210413,1
000084,20210414,1
000084,20210415,1
000084,20210416,1
000084,20210419,1
000084,20210420,1
000084,20210421,1
000084,20210422,1
000084,20210423,1
000084,20210426,1
000084,20210427,1
000084,20210428,1
000084,20210429,1
000084,20210430,1
000084,20210503,1
000084,20210504,1
000084,20210505,1
000084,20210506,1
000084,20210507,1
000084,20210510,1
000084,20210511,1
000084,20210512,1
000084,20210517,1
000084,20210518,1
000084,20210519,1
000084,20210520,1
000084,20210521,1
000084,20210525,1
000084,20210526,1
000084,20210527,1
000084,20210528,1
000084,20210531,1
000084,20210601,1
000084,20210602,1
000084,20210603,1
000084,20210604,1
000084,20210607,1
000084,20210608,1
000084,20210609,1
000084,20210610,1
000084,20210611,1
000084,20210614,1
000084,20210615,1
000084,20210616,1
000084,20210617,1
000084,20210618,1
000084,20210621,1
000084,20210622,1
000085,20210326,1
000085,20210402,1
000085,20210409,1
000085,20210416,1
000085,20210423,1
000085,20210430,1
000085,20210507,1
000085,20210521,1
000085,20210528,1
000085,20210604,1
000085,20210611,1
000085,20210618,1
000086,20210501,1
000086,20210508,1
000086,20210513,1
000087,20210327,1
000087,20210403,1
000087,20210410,1
000087,20210417,1
000087,20210424,1
000087,20210514,1
000087,20210515,1
000087,20210522,1
000087,20210529,1
000087,20210605,1
000087,20210612,1
000087,20210619,1
000088,20210514,1
000089,20210328,1
000089,20210404,1
000089,20210405,1
000089,20210406,1
000089,20210407,1
000089,20210408,1
000089,20210409,1
000089,20210411,1
000089,20210412,1
000089,20210413,1
000089,20210414,1
000089,20210415,1
000089,20210416,1
000089,20210418,1
000089,20210419,1
000089,20210420,1
000089,20210421,1
000089,20210422,1
000089,20210423,1
000089,20210425,1
000089,20210426,1
000089,20210427,1
000089,20210428,1
000089,20210429,1
000089,20210430,1
000089,20210502,1
000089,20210503,1
000089,20210504,1
000089,20210505,1
000089,20210506,1
000089,20210507,1
000089,20210509,1
000089,20210510,1
000089,20210511,1
000089,20210512,1
000089,20210516,1
000089,20210517,1
000089,20210518,1
000089,20210519,1
000089,20210520,1
000089,20210521,1
000089,20210523,1
000089,20210524,1
000089,20210525,1
000089,20210526,1
000089,20210527,1
000089,20210528,1
000089,20210530,1
000089,20210531,1
000089,20210601,1
000089,20210602,1
000089,20210603,1
000089,20210604,1
000089,20210606,1
000089,20210607,1
000089,20210608,1
000089,20210609,1
000089,20210610,1
000089,20210611,1
000089,20210613,1
000089,20210614,1
000089,20210615,1
000089,20210616,1
000089,20210617,1
000089,20210618,1
000089,20210620,1
000089,20210621,1
000089,20210622,1
000090,20210327,1
000090,20210403,1
000090,20210410,1
000090,20210417,1
000090,20210424,1
000090,20210501,1
000090,20210508,1
000090,20210513,1
000090,20210529,1
000090,20210605,1
000090,20210612,1
000090,20210619,1
000091,20210324,1
000091,20210325,1
000091,20210326,1
000091,20210329,1
000091,20210330,1
000091,20210331,1
000091,20210401,1
000091,20210402,1
000092,20210324,1
000092,20210325,1
000092,20210326,1
000092,20210327,1
000092,20210329,1
000092,20210330,1
000092,20210331,1
000092,20210401,1
000092,20210402,1
000092,20210403,1
000092,20210406,1
000092,20210407,1
000092,20210408,1
000092,20210409,1
000092,20210410,1
000092,20210412,1
000092,20210413,1
000092,20210414,1
000092,20210415,1
000092,20210416,1
000092,20210417,1
000092,20210419,1
000092,20210420,1
000092,20210421,1
000092,20210422,1
000092,20210423,1
000092,20210424,1
000092,20210426,1
000092,20210427,1
000092,20210428,1
000092,20210429,1
000092,20210430,1
000092,20210501,1
000092,20210503,1
000092,20210504,1
000092,20210505,1
000092,20210506,1
000092,20210507,1
000092,20210508,1
000092,20210510,1
000092,20210511,1
000092,20210512,1
000092,20210513,1
000092,20210514,1
000092,20210515,1
000092,20210517,1
000092,20210518,1
000092,20210519,1
000092,20210520,1
000092,20210521,1
000092,20210522,1
000092,20210525,1
000092,20210526,1
000092,20210527,1
000092,20210528,1
000092,20210529,1
000092,20210531,1
000092,20210601,1
000092,20210602,1
000092,20210603,1
000092,20210604,1
000092,20210605,1
000092,20210607,1
000092,20210608,1
000092,20210609,1
000092,20210610,1
000092,20210611,1
000092,20210612,1
000092,20210614,1
000092,20210615,1
000092,20210616,1
000092,20210617,1
000092,20210618,1
000092,20210619,1
000092,20210621,1
000092,20210622,1
000093,20210512,1
000093,20210515,1
000093,20210522,1
000094,20210326,1
000094,20210327,1
000094,20210402,1
000094,20210403,1
000094,20210409,1
000094,20210410,1
000094,20210416,1
000094,20210417,1
000094,20210423,1
000094,20210424,1
000094,20210430,1
000094,20210501,1
000094,20210507,1
000094,20210508,1
000094,20210513,1
000094,20210521,1
000094,20210528,1
000094,20210529,1
000094,20210604,1
000094,20210605,1
000094,20210611,1
000094,20210612,1
000094,20210618,1
000094,20210619,1
000095,20210328,1
000095,20210405,1
000095,20210411,1
000095,20210418,1
000095,20210425,1
000095,20210502,1
000095,20210509,1
000095,20210516,1
000095,20210523,1
000095,20210524,1
000095,20210530,1
000095,20210606,1
000095,20210613,1
000095,20210620,1
000096,20210614,1
000096,20210615,1
000096,20210616,1
000096,20210617,1
000096,20210618,1
000097,20210324,1
000097,20210325,1
000097,20210326,1
000097,20210328,1
000097,20210329,1
000097,20210330,1
000097,20210331,1
000097,20210401,1
000097,20210402,1
000097,20210404,1
000097,20210405,1
000097,20210406,1
000097,20210407,1
000097,20210408,1
000097,20210409,1
000097,20210411,1
000097,20210412,1
000097,20210413,1
000097,20210414,1
000097,20210415,1
000097,20210416,1
000097,20210418,1
000097,20210419,1
000097,20210420,1
000097,20210421,1
000097,20210422,1
000097,20210423,1
000097,20210425,1
000097,20210426,1
000097,20210427,1
000097,20210428,1
