0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
10,2,4,5,7,8,6,11,12,14,0,1,13,17,16,15,9,3,18
11,1,4,5,6,7,8,2,12,13,15,9,14,10,0,16,18,3,17
12,0,7,1,10,11,5,6,15,8,2,18,4,13,9,14,16,3,17
12,1,8,5,6,11,13,15,0,10,2,9,16,7,4,18,14,3,17
12,10,16,13,5,6,2,1,8,9,0,11,14,7,15,4,18,3,17
12,11,0,5,6,8,1,10,15,13,7,2,4,18,9,16,14,3,17
13,1,8,5,6,11,12,15,2,9,16,0,10,7,14,3,18,4,17
13,2,7,1,9,5,14,15,8,16,18,4,6,11,12,10,17,3,0
14,0,5,6,4,7,17,8,10,2,11,3,12,15,9,1,13,18,16
14,1,4,5,6,7,17,3,10,9,2,12,16,18,13,15,8,0,11
14,2,4,5,6,7,17,8,10,3,11,12,9,0,1,13,16,18,15
15,0,1,5,6,12,8,10,11,13,2,4,18,7,9,16,14,3,17
15,1,4,5,8,6,7,11,12,13,2,0,18,10,9,16,14,17,3
15,2,0,5,8
15,3,5,16,6,9,0,1,8,7,2,18,12,13,14,11,4,10,17
15,4,5,8,16,6,13,0,1,2,9,12,7,11,14,10,18,3,17
16,0,5,6,13,8,12,1,2,9,11,15,10,14,7,3,18,4,17
16,4,5,6,9,7,1,3,14,13,17,2,8,10,12,15,11,18,0
17,0,5,14,6,3,4,10,8,7,12,2,11,9,1,13,15,16,18
17,3,4,5,6,10,14,2,7,9,8,1,16,18,13,12,11,15,0
17,4,3,5,6,10,14,2,7,8,9,12,11,13,1,16,18,0,15
18,0,5,15,7,6,1,2,10,8,14,9,12,13,4,17,11,16,3
18,4,5,7,10,3,9,6,17,2,1,16,14,15,8,13,12,0,11
2,5,7,8,4,6,11,10,14,12,17,1,13,0,3,9,15,16,18
2,5,8,0,15
5,6,0,2,7,8,10,14,15,4,11,1,18,12,17,9,13,3,16
5,6,1,3,9,7,16,14,13,17,2,8,4,10,12,15,11,18,0
5,6,10,3,17,4,14,7,2,9,8,1,16,18,13,12,11,15,0
5,6,11,0,8,12,1,10,15,13,7,2,4,18,9,16,14,3,17
5,7,1,3,6,9,16,14,13,17,2,8,4,10,12,15,11,18,0
5,7,4,0,6,8,2,11,10,15,14,12,18,17,1,13,9,3,16
5,8,0,1,6,11,12,13,15,10,16,2,9,4,7,18,14,3,17
5,8,4,0,6
5,9,1,6,3,7,16,14,13,2,17,8,15,10,4,12,11,18,0
5,9,2,1,7,13,14,15,18,8,16,10,6,11,12,4,17,3,0
5,9,3,1,6,7,16,14,13,2,17,8,15,10,4,12,11,18,0
5,9,7,0,6,1,3,16,12,15,13,14,8,10,11,17,2,18,4
5,10,2,6,7,8,14,4,11,12,17,1,0,13,3,9,15,16,18
5,11,1,4,6,7,8,2,12,13,15,9,14,10,0,16,18,3,17
5,14,1,4,6,7,17,3,10,9,2,12,16,18,13,15,8,0,11
5,14,2,6,7,8,10,4,11,12,17,1,0,13,3,9,15,16,18
5,15,0,1,6,12,8,10,11,13,2,4,18,7,9,16,14,3,17
5,15,2,0,8
5,17,3,8,4,6,10,14,2,12,7,9,13,0,1,11,16,18,15
5,17,4,7,10,14,2,6,8,3,11,12,9,1,0,13,18,16,15
5,17,8,4,14,2,6,7,10,3,11,12,9,1,0,13,16,18,15
5,17,10,3,6,4,14,7,2,9,8,18,1,16,13,12,11,15,0
5,17,14,0,6,3,4,10,7,8,2,12,9,11,1,15,13,16,18
5,18,7,3,9,6,1,16,10,15,13,14,12,17,2,0,8,4,11
6,7,1,3,5,9,16,14,13,17,2,8,4,10,12,15,11,18,0
6,7,4,0,5,8,2,11,10,14,15,12,17,18,1,13,3,9,16
6,8,0,2,5,7,10,14,15,4,11,1,18,12,17,13,9,3,16
6,8,4,0,5
6,10,4,3,5,17,14,2,7,8,9,12,11,13,1,16,18,0,15
6,11,1,4,5,7,8,2,12,13,15,10,14,9,0,16,18,17,3
6,14,1,4,5,7,17,10,3,2,12,9,8,13,15,0,11,16,18
12,0,8,11,5,6,1,10,15,13,7,2,4,18,9,16,14,3,17
12,8,13
12,13,1,8,5,6,11,15,0,10,2,9,16,7,4,18,14,3,17
13,1,9,11,8,12,5,7,6,15,2,4,0,10,16,3,14,18,17
2,5,8,15
3,5,6,11,7,9,1,16,13,14,2,8,12,17,10,15,4,0,18
4,5,6,7,0,8,2,11,10,14,15,12,17,18,1,13,3,9,16
5,6,7,1,3,9,16,14,13,17,2,8,4,10,12,15,11,18,0
5,6,7,10,3,9,17,1,16,2,18,4,14,12,13,15,8,0,11
5,6,7,11,0,8,12,2,4,1,10,14,15,13,9,17,16,18,3
5,6,8,0,2,7,10,14,15,4,11,1,18,12,17,13,9,3,16
5,6,8,4
5,6,8,11,2,7,10,14,4,12,17,1,0,13,3,15,9,16,18
5,6,10,4,3,17,14,2,7,8,9,12,11,13,1,16,18,0,15
5,6,11,1,4,7,8,2,12,13,15,10,14,9,0,16,18,17,3
5,6,14,1,4,7,17,10,3,2,12,9,8,13,15,0,11,16,18
5,6,14,16
5,6,16,10,3,9,17,1,7,2,18,4,14,13,12,15,8,0,11
5,9,1,7,10,2,18,6,12,13,14,15,8,3,16,0,11,17,4
5,15,8,0,1,6,11,12,13,10,16,2,9,18,4,7,14,3,17
5,15,8,18
5,6,7,10,4,17,3,14,9,2,1,16,18,8,12,13,15,11,0
5,6,7,11,1,13,2,8,9,16,12,10,14,15,4,3,0,18,17
5,6,7,14,1,10,2,17,12,8,9,13,15,3,4,0,11,16,18
