0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
13,11,4,1,5,8,10,12,14,16,17,19,2,3,6,7,9,15,18,0
13,19,0,1,2,3,7,8,9,12,14,15,16,17,18,4,5,6,10,11
14,4,0,1,2,3,7,8,9,10,12,16,17,18,5,6,13,15,19,11
14,5,0,1,2,3,7,8,9,10,12,13,15,16,17,18,4,6,19,11
14,6,0,1,3,7,8,9,10,12,13,15,16,17,18,2,4,5,19,11
14,11,1,2,3,4,5,6,7,8,9,13,15,17,18,10,12,16,19,0
14,19,0,1,2,3,7,8,9,12,13,15,16,17,18,4,5,6,10,11
15,5,0,1,2,3,7,8,9,10,12,13,14,16,17,18,4,6,19,11
15,6,0,1,3,7,8,9,10,12,13,14,16,17,18,2,4,5,19,11
15,11,2,0,1,3,5,7,8,10,12,14,16,17,18,19,9,13,4,6
15,19,0,1,2,3,7,8,9,12,13,14,16,17,18,4,5,6,10,11
16,4,0,1,2,3,7,8,9,10,12,14,17,18,5,6,13,15,19,11
16,5,0,1,2,3,7,8,9,10,12,13,14,15,17,18,4,6,19,11
16,6,0,1,3,7,8,9,10,12,13,14,15,17,18,2,4,5,19,11
16,19,0,1,2,3,7,8,9,12,13,14,15,17,18,4,5,6,10,11
17,4,0,1,2,3,7,8,9,10,12,14,16,18,5,6,13,15,19,11
17,5,0,1,2,3,7,8,9,10,12,13,14,15,16,18,4,6,19,11
17,6,0,1,3,7,8,9,10,12,13,14,15,16,18,2,4,5,19,11
17,11,1,2,3,4,5,6,7,8,9,13,14,15,18,10,12,16,19,0
17,19,0,1,2,3,7,8,9,12,13,14,15,16,18,4,5,6,10,11
18,4,0,1,2,3,7,8,9,10,12,14,16,17,5,6,13,15,19,11
18,5,0,1,2,3,7,8,9,10,12,13,14,15,16,17,4,6,19,11
18,6,0,1,3,7,8,9,10,12,13,14,15,16,17,2,4,5,19,11
18,11,1,2,3,4,5,6,7,8,9,13,14,15,17,10,12,16,19,0
18,19,0,1,2,3,7,8,9,12,13,14,15,16,17,4,5,6,10,11
0,1,13,7,5,6,8,10,11,12,14,15,16,19,2,3,9,17,18,4
0,1,15,2,3,5,7,8,10,11,12,14,16,17,18,19,4,6,9,13
0,2,12,6,1,3,7,8,9,10,13,14,15,16,17,18,5,11,19,4
0,7,12,1,2,4,5,6,8,9,10,13,14,15,16,17,18,19,3,11
0,8,12,1,2,4,5,6,7,9,10,13,14,15,16,17,18,19,3,11
0,9,12,1,2,4,5,6,7,8,10,13,14,15,16,17,18,19,3,11
0,10,12,1,2,4,5,6,7,8,9,13,14,15,16,17,18,19,3,11
0,13,12,7,1,5,6,8,10,11,14,15,16,19,2,4,9,17,18,3
0,14,12,1,2,4,5,6,7,8,9,10,13,15,16,17,18,19,3,11
0,15,12,6,1,3,7,8,9,10,13,14,16,17,18,2,4,5,19,11
0,16,12,1,2,4,5,6,7,8,9,10,13,14,15,17,18,19,3,11
0,17,12,1,2,4,5,6,7,8,9,10,13,14,15,16,18,19,3,11
0,18,12,1,2,4,5,6,7,8,9,10,13,14,15,16,17,19,3,11
1,2,4,0,3,7,8,9,10,12,14,16,17,18,5,6,11,19,15,13
1,2,5,0,3,7,8,9,10,12,13,14,15,16,17,18,4,6,11,19
1,2,19,0,3,7,8,9,12,13,14,15,16,17,18,4,5,6,11,10
1,3,4,0,2,7,8,9,10,12,14,16,17,18,5,6,11,15,19,13
1,3,5,0,2,7,8,9,10,12,13,14,15,16,17,18,11,19,6,4
1,3,6,4,5,7,8,9,10,11,12,14,16,17,18,19,0,2,15,13
1,3,19,0,2,7,8,9,12,13,14,15,16,17,18,5,10,11,6,4
1,7,4,0,2,3,8,9,10,12,14,16,17,18,5,6,11,19,15,13
1,7,5,0,2,3,8,9,10,12,13,14,15,16,17,18,11,19,4,6
1,7,6,2,3,5,8,9,10,11,12,14,16,17,18,19,0,4,15,13
1,7,19,0,2,3,8,9,12,13,14,15,16,17,18,5,10,11,4,6
1,8,4,0,2,3,7,9,10,12,14,16,17,18,5,6,11,19,15,13
1,8,5,0,2,3,7,9,10,12,13,14,15,16,17,18,11,19,4,6
1,8,6,2,3,5,7,9,10,11,12,14,16,17,18,19,0,4,15,13
1,8,19,0,2,3,7,9,12,13,14,15,16,17,18,5,10,11,4,6
1,9,4,0,2,3,7,8,10,12,14,16,17,18,5,6,11,19,15,13
1,9,5,0,2,3,7,8,10,12,13,14,15,16,17,18,11,19,4,6
1,9,6,4,3,5,7,8,10,11,12,14,16,17,18,19,0,2,15,13
1,9,19,0,2,3,7,8,12,13,14,15,16,17,18,5,10,11,4,6
1,10,4,0,2,3,7,8,9,12,14,16,17,18,5,6,11,19,15,13
1,10,5,0,2,3,7,8,9,12,13,14,15,16,17,18,11,19,4,6
1,10,6,2,3,5,7,8,9,11,12,14,16,17,18,19,0,4,15,13
1,13,5,4,8,10,11,12,14,16,17,19,2,3,6,7,15,18,0,9
1,13,6,4,5,8,10,11,12,14,16,17,19,3,7,9,18,0,2,15
1,13,19,4,5,8,10,11,12,14,16,17,2,3,6,7,15,18,0,9
1,14,4,0,2,3,7,8,9,10,12,16,17,18,5,6,11,19,15,13
1,14,5,0,2,3,7,8,9,10,12,13,15,16,17,18,11,19,4,6
1,14,6,2,3,5,7,8,9,10,11,12,16,17,18,19,0,4,15,13
1,14,19,0,2,3,7,8,9,12,13,15,16,17,18,5,10,11,4,6
1,15,5,2,0,3,7,8,10,11,12,14,16,17,18,19,9,13,4,6
1,15,6,2,0,3,5,7,8,10,11,12,14,16,17,18,19,9,13,4
1,15,19,2,0,3,5,7,8,10,11,12,14,16,17,18,9,13,4,6
1,16,4,0,2,3,7,8,9,10,12,14,17,18,5,6,11,19,15,13
1,16,5,0,2,3,7,8,9,10,12,13,14,15,17,18,11,19,4,6
1,16,6,2,3,5,7,8,9,10,11,12,14,17,18,19,0,4,15,13
1,16,19,0,2,3,7,8,9,12,13,14,15,17,18,5,10,11,4,6
1,17,4,0,2,3,7,8,9,10,12,14,16,18,5,6,11,19,15,13
1,17,5,0,2,3,7,8,9,10,12,13,14,15,16,18,11,19,4,6
1,17,6,2,3,5,7,8,9,10,11,12,14,16,18,19,0,4,15,13
1,17,19,0,2,3,7,8,9,12,13,14,15,16,18,5,10,11,4,6
1,18,4,0,2,3,7,8,9,10,12,14,16,17,5,6,11,19,15,13
1,18,5,0,2,3,7,8,9,10,12,13,14,15,16,17,11,19,4,6
1,18,6,2,3,5,7,8,9,10,11,12,14,16,17,19,0,4,15,13
1,18,19,0,2,3,7,8,9,12,13,14,15,16,17,5,10,11,4,6
2,3,4,0,1,7,8,9,10,12,14,16,17,18,5,6,13,15,19,11
2,3,5,0,1,7,8,9,10,12,13,14,15,16,17,18,4,6,19,11
2,3,11,1,4,5,6,7,8,9,13,14,15,17,18,10,12,16,19,0
2,3,19,0,1,7,8,9,12,13,14,15,16,17,18,4,5,6,10,11
2,7,4,0,1,3,8,9,10,12,14,16,17,18,5,6,13,15,19,11
2,7,5,0,1,3,8,9,10,12,13,14,15,16,17,18,4,6,19,11
2,7,11,1,3,4,5,6,8,9,13,14,15,17,18,0,16,19,10,12
2,7,19,0,1,3,8,9,12,13,14,15,16,17,18,4,5,6,10,11
2,8,4,0,1,3,7,9,10,12,14,16,17,18,5,6,13,15,19,11
2,8,5,0,1,3,7,9,10,12,13,14,15,16,17,18,4,6,19,11
2,8,11,1,3,4,5,6,7,9,13,14,15,17,18,0,16,19,10,12
2,8,19,0,1,3,7,9,12,13,14,15,16,17,18,4,5,6,10,11
2,9,4,0,1,3,7,8,10,12,14,16,17,18,5,6,13,15,19,11
2,9,5,0,1,3,7,8,10,12,13,14,15,16,17,18,4,6,19,11
2,9,11,3,0,1,4,5,6,7,8,16,17,19,12,13,14,15,18,10
2,9,19,0,1,3,7,8,12,13,14,15,16,17,18,4,5,6,10,11
2,10,4,0,1,3,7,8,9,12,14,16,17,18,5,6,13,15,19,11
2,10,5,0,1,3,7,8,9,12,13,14,15,16,17,18,4,6,19,11
2,12,4,3,0,5,6,7,8,10,11,14,15,16,17,18,19,1,9,13
2,12,5,3,0,4,6,7,8,10,11,14,15,16,17,18,19,1,9,13
2,12,11,3,0,4,5,6,7,8,10,14,15,16,17,18,19,9,13,1
2,12,19,3,0,4,5,6,7,8,10,11,14,15,16,17,18,1,9,13
2,14,4,0,1,3,7,8,9,10,12,16,17,18,5,6,13,15,19,11
2,14,5,0,1,3,7,8,9,10,12,13,15,16,17,18,4,6,19,11
2,14,11,1,3,4,5,6,7,8,9,13,15,17,18,0,16,19,10,12
2,14,19,0,1,3,7,8,9,12,13,15,16,17,18,4,5,6,10,11
2,16,4,0,1,3,7,8,9,10,12,14,17,18,5,6,13,15,19,11
2,16,5,0,1,3,7,8,9,10,12,13,14,15,17,18,4,6,19,11
2,16,19,0,1,3,7,8,9,12,13,14,15,17,18,4,5,6,10,11
2,17,4,0,1,3,7,8,9,10,12,14,16,18,5,6,13,15,19,11
2,17,5,0,1,3,7,8,9,10,12,13,14,15,16,18,4,6,19,11
2,17,11,1,3,4,5,6,7,8,9,13,14,15,18,0,16,19,10,12
2,17,19,0,1,3,7,8,9,12,13,14,15,16,18,4,5,6,10,11
2,18,4,0,1,3,7,8,9,10,12,14,16,17,5,6,13,15,19,11
2,18,5,0,1,3,7,8,9,10,12,13,14,15,16,17,4,6,19,11
2,18,11,1,3,4,5,6,7,8,9,13,14,15,17,0,16,19,10,12
2,18,19,0,1,3,7,8,9,12,13,14,15,16,17,4,5,6,10,11
3,7,4,0,1,2,8,9,10,12,14,16,17,18,5,6,13,15,19,11
3,7,5,0,1,2,8,9,10,12,13,14,15,16,17,18,4,6,19,11
3,7,6,0,1,8,9,10,12,13,14,15,16,17,18,2,4,5,19,11
3,7,11,1,2,4,5,6,8,9,13,14,15,17,18,10,12,16,19,0
3,7,19,0,1,2,8,9,12,13,14,15,16,17,18,4,5,6,10,11
3,8,4,0,1,2,7,9,10,12,14,16,17,18,5,6,13,15,19,11
3,8,5,0,1,2,7,9,10,12,13,14,15,16,17,18,4,6,19,11
3,8,6,0,1,7,9,10,12,13,14,15,16,17,18,2,4,5,19,11
3,8,11,1,2,4,5,6,7,9,13,14,15,17,18,10,12,16,19,0
3,8,19,0,1,2,7,9,12,13,14,15,16,17,18,4,5,6,10,11
3,10,4,0,1,2,7,8,9,12,14,16,17,18,5,6,13,15,19,11
3,10,5,0,1,2,7,8,9,12,13,14,15,16,17,18,4,6,19,11
3,10,6,0,1,7,8,9,12,13,14,15,16,17,18,2,4,5,19,11
3,14,4,0,1,2,7,8,9,10,12,16,17,18,5,6,13,15,19,11
3,14,5,0,1,2,7,8,9,10,12,13,15,16,17,18,4,6,19,11
3,14,6,0,1,7,8,9,10,12,13,15,16,17,18,2,4,5,19,11
3,14,11,1,2,4,5,6,7,8,9,13,15,17,18,10,12,16,19,0
3,14,19,0,1,2,7,8,9,12,13,15,16,17,18,4,5,6,10,11
3,15,5,0,1,2,7,8,9,10,12,13,14,16,17,18,4,6,19,11
3,15,6,0,1,7,8,9,10,12,13,14,16,17,18,2,4,5,19,11
3,15,11,4,1,5,7,8,10,12,14,16,17,18,19,2,6,9,13,0
3,15,19,0,1,2,7,8,9,12,13,14,16,17,18,4,5,6,10,11
3,16,4,0,1,2,7,8,9,10,12,14,17,18,5,6,13,15,19,11
3,16,5,0,1,2,7,8,9,10,12,13,14,15,17,18,4,6,19,11
3,16,6,0,1,7,8,9,10,12,13,14,15,17,18,2,4,5,19,11
3,16,19,0,1,2,7,8,9,12,13,14,15,17,18,4,5,6,10,11
3,17,4,0,1,2,7,8,9,10,12,14,16,18,5,6,13,15,19,11
3,17,5,0,1,2,7,8,9,10,12,13,14,15,16,18,4,6,19,11
3,17,6,0,1,7,8,9,10,12,13,14,15,16,18,2,4,5,19,11
3,17,11,1,2,4,5,6,7,8,9,13,14,15,18,10,12,16,19,0
3,17,19,0,1,2,7,8,9,12,13,14,15,16,18,4,5,6,10,11
3,18,4,0,1,2,7,8,9,10,12,14,16,17,5,6,13,15,19,11
3,18,5,0,1,2,7,8,9,10,12,13,14,15,16,17,4,6,19,11
3,18,6,0,1,7,8,9,10,12,13,14,15,16,17,2,4,5,19,11
3,18,11,1,2,4,5,6,7,8,9,13,14,15,17,10,12,16,19,0
3,18,19,0,1,2,7,8,9,12,13,14,15,16,17,4,5,6,10,11
7,8,4,0,1,2,3,9,10,12,14,16,17,18,5,6,13,15,19,11
7,8,5,0,1,2,3,9,10,12,13,14,15,16,17,18,4,6,19,11
7,8,6,0,1,3,9,10,12,13,14,15,16,17,18,2,4,5,19,11
7,8,11,1,2,3,4,5,6,9,13,14,15,17,18,10,12,16,19,0
7,8,19,0,1,2,3,9,12,13,14,15,16,17,18,4,5,6,10,11
7,9,4,0,1,2,3,8,10,12,14,16,17,18,5,6,13,15,19,11
7,9,5,0,1,2,3,8,10,12,13,14,15,16,17,18,4,6,19,11
7,9,6,0,1,3,8,10,12,13,14,15,16,17,18,2,4,5,19,11
7,9,11,1,2,3,4,5,6,8,13,14,15,17,18,10,12,16,19,0
7,9,19,0,1,2,3,8,12,13,14,15,16,17,18,4,5,6,10,11
7,10,4,0,1,2,3,8,9,12,14,16,17,18,5,6,13,15,19,11
7,10,5,0,1,2,3,8,9,12,13,14,15,16,17,18,4,6,19,11
7,10,6,0,1,3,8,9,12,13,14,15,16,17,18,2,4,5,19,11
7,12,4,1,0,2,5,6,8,9,10,13,14,15,16,17,18,19,3,11
7,12,5,1,0,2,4,6,8,9,10,13,14,15,16,17,18,19,3,11
7,12,6,4,1,3,5,8,9,10,11,14,16,17,18,19,0,2,13,15
7,12,11,1,0,2,4,5,6,8,9,10,13,14,15,16,17,18,19,3
7,12,19,1,0,2,4,5,6,8,9,10,13,14,15,16,17,18,3,11
7,14,4,0,1,2,3,8,9,10,12,16,17,18,5,6,13,15,19,11
7,14,5,0,1,2,3,8,9,10,12,13,15,16,17,18,4,6,19,11
7,14,6,0,1,3,8,9,10,12,13,15,16,17,18,2,4,5,19,11
7,14,11,1,2,3,4,5,6,8,9,13,15,17,18,10,12,16,19,0
7,14,19,0,1,2,3,8,9,12,13,15,16,17,18,4,5,6,10,11
7,15,5,0,1,2,3,8,9,10,12,13,14,16,17,18,4,6,19,11
7,15,6,0,1,3,8,9,10,12,13,14,16,17,18,2,4,5,19,11
7,15,11,2,0,1,3,5,8,10,12,14,16,17,18,19,9,13,4,6
7,15,19,0,1,2,3,8,9,12,13,14,16,17,18,4,5,6,10,11
7,16,4,0,1,2,3,8,9,10,12,14,17,18,5,6,13,15,19,11
7,16,5,0,1,2,3,8,9,10,12,13,14,15,17,18,4,6,19,11
7,16,6,0,1,3,8,9,10,12,13,14,15,17,18,2,4,5,19,11
7,16,19,0,1,2,3,8,9,12,13,14,15,17,18,4,5,6,10,11
7,18,4,0,1,2,3,8,9,10,12,14,16,17,5,6,13,15,19,11
7,18,5,0,1,2,3,8,9,10,12,13,14,15,16,17,4,6,19,11
7,18,6,0,1,3,8,9,10,12,13,14,15,16,17,2,4,5,19,11
7,18,11,1,2,3,4,5,6,8,9,13,14,15,17,10,12,16,19,0
7,18,19,0,1,2,3,8,9,12,13,14,15,16,17,4,5,6,10,11
8,9,4,0,1,2,3,7,10,12,14,16,17,18,5,6,13,15,19,11
8,9,5,0,1,2,3,7,10,12,13,14,15,16,17,18,4,6,19,11
8,9,6,0,1,3,7,10,12,13,14,15,16,17,18,2,4,5,19,11
8,9,11,1,2,3,4,5,6,7,13,14,15,17,18,10,12,16,19,0
8,9,19,0,1,2,3,7,12,13,14,15,16,17,18,4,5,6,10,11
8,10,4,0,1,2,3,7,9,12,14,16,17,18,5,6,13,15,19,11
8,10,5,0,1,2,3,7,9,12,13,14,15,16,17,18,4,6,19,11
8,10,6,0,1,3,7,9,12,13,14,15,16,17,18,2,4,5,19,11
8,12,4,1,0,2,5,6,7,9,10,13,14,15,16,17,18,19,3,11
8,12,5,1,0,2,4,6,7,9,10,13,14,15,16,17,18,19,3,11
8,12,6,4,1,3,5,7,9,10,11,14,16,17,18,19,0,2,13,15
8,12,11,1,0,2,4,5,6,7,9,10,13,14,15,16,17,18,19,3
8,12,19,1,0,2,4,5,6,7,9,10,13,14,15,16,17,18,3,11
8,13,5,0,1,2,3,7,9,10,12,14,15,16,17,18,4,6,19,11
8,13,6,0,1,3,7,9,10,12,14,15,16,17,18,2,4,5,19,11
8,13,11,4,1,5,10,12,14,16,17,19,2,3,6,7,9,15,18,0
8,13,19,0,1,2,3,7,9,12,14,15,16,17,18,4,5,6,10,11
8,14,4,0,1,2,3,7,9,10,12,16,17,18,5,6,13,15,19,11
8,14,5,0,1,2,3,7,9,10,12,13,15,16,17,18,4,6,19,11
8,14,6,0,1,3,7,9,10,12,13,15,16,17,18,2,4,5,19,11
8,14,11,1,2,3,4,5,6,7,9,13,15,17,18,10,12,16,19,0
8,14,19,0,1,2,3,7,9,12,13,15,16,17,18,4,5,6,10,11
8,15,5,0,1,2,3,7,9,10,12,13,14,16,17,18,4,6,19,11
8,15,6,0,1,3,7,9,10,12,13,14,16,17,18,2,4,5,19,11
8,15,11,2,0,1,3,5,7,10,12,14,16,17,18,19,9,13,4,6
8,15,19,0,1,2,3,7,9,12,13,14,16,17,18,4,5,6,10,11
8,16,4,0,1,2,3,7,9,10,12,14,17,18,5,6,13,15,19,11
8,16,5,0,1,2,3,7,9,10,12,13,14,15,17,18,4,6,19,11
8,16,6,0,1,3,7,9,10,12,13,14,15,17,18,2,4,5,19,11
8,16,19,0,1,2,3,7,9,12,13,14,15,17,18,4,5,6,10,11
8,17,4,0,1,2,3,7,9,10,12,14,16,18,5,6,13,15,19,11
8,17,5,0,1,2,3,7,9,10,12,13,14,15,16,18,4,6,19,11
8,17,6,0,1,3,7,9,10,12,13,14,15,16,18,2,4,5,19,11
8,17,11,1,2,3,4,5,6,7,9,13,14,15,18,10,12,16,19,0
8,17,19,0,1,2,3,7,9,12,13,14,15,16,18,4,5,6,10,11
9,12,4,1,0,2,5,6,7,8,10,13,14,15,16,17,18,19,3,11
9,12,5,1,0,2,4,6,7,8,10,13,14,15,16,17,18,19,3,11
9,12,6,4,1,3,5,7,8,10,11,14,16,17,18,19,0,2,13,15
9,12,11,1,0,2,4,5,6,7,8,10,13,14,15,16,17,18,19,3
9,12,19,1,0,2,4,5,6,7,8,10,13,14,15,16,17,18,3,11
9,16,4,0,1,2,3,7,8,10,12,14,17,18,5,6,13,15,19,11
9,16,5,0,1,2,3,7,8,10,12,13,14,15,17,18,4,6,19,11
9,16,6,0,1,3,7,8,10,12,13,14,15,17,18,2,4,5,19,11
9,16,19,0,1,2,3,7,8,12,13,14,15,17,18,4,5,6,10,11
9,17,4,0,1,2,3,7,8,10,12,14,16,18,5,6,13,15,19,11
9,17,5,0,1,2,3,7,8,10,12,13,14,15,16,18,4,6,19,11
9,17,6,0,1,3,7,8,10,12,13,14,15,16,18,2,4,5,19,11
9,17,11,1,2,3,4,5,6,7,8,13,14,15,18,10,12,16,19,0
9,17,19,0,1,2,3,7,8,12,13,14,15,16,18,4,5,6,10,11
10,12,4,1,0,2,5,6,7,8,9,13,14,15,16,17,18,19,3,11
10,12,5,1,0,2,4,6,7,8,9,13,14,15,16,17,18,19,3,11
10,12,6,4,1,3,5,7,8,9,11,14,16,17,18,19,0,2,13,15
10,13,5,0,1,2,3,7,8,9,12,14,15,16,17,18,4,6,19,11
10,13,6,0,1,3,7,8,9,12,14,15,16,17,18,2,4,5,19,11
10,14,4,0,1,2,3,7,8,9,12,16,17,18,5,6,13,15,19,11
10,14,5,0,1,2,3,7,8,9,12,13,15,16,17,18,4,6,19,11
10,14,6,0,1,3,7,8,9,12,13,15,16,17,18,2,4,5,19,11
10,15,5,0,1,2,3,7,8,9,12,13,14,16,17,18,4,6,19,11
10,15,6,0,1,3,7,8,9,12,13,14,16,17,18,2,4,5,19,11
10,17,4,0,1,2,3,7,8,9,12,14,16,18,5,6,13,15,19,11
10,17,5,0,1,2,3,7,8,9,12,13,14,15,16,18,4,6,19,11
10,17,6,0,1,3,7,8,9,12,13,14,15,16,18,2,4,5,19,11
10,18,4,0,1,2,3,7,8,9,12,14,16,17,5,6,13,15,19,11
10,18,5,0,1,2,3,7,8,9,12,13,14,15,16,17,4,6,19,11
10,18,6,0,1,3,7,8,9,12,13,14,15,16,17,2,4,5,19,11
12,6,5,4,1,3,7,8,9,10,11,14,16,17,18,19,0,2,13,15
12,13,5,4,1,8,10,11,14,16,17,19,0,2,6,7,9,15,18,3
12,13,6,4,1,5,8,10,11,14,16,17,19,3,7,9,18,0,2,15
12,13,11,4,1,5,8,10,14,16,17,19,0,2,6,7,9,15,18,3
12,13,19,4,1,5,8,10,11,14,16,17,0,2,6,7,9,15,18,3
12,14,4,1,0,2,5,6,7,8,9,10,13,15,16,17,18,19,3,11
12,14,5,1,0,2,4,6,7,8,9,10,13,15,16,17,18,19,3,11
12,14,6,4,1,3,5,7,8,9,10,11,16,17,18,19,0,2,13,15
12,14,11,1,0,2,4,5,6,7,8,9,10,13,15,16,17,18,19,3
12,14,19,1,0,2,4,5,6,7,8,9,10,13,15,16,17,18,3,11
12,15,5,4,1,3,7,8,10,11,14,16,17,18,19,0,2,6,9,13
12,15,6,4,1,3,5,7,8,10,11,14,16,17,18,19,9,0,2,13
12,15,11,4,1,3,5,7,8,10,14,16,17,18,19,0,2,6,9,13
12,15,19,4,1,3,5,7,8,10,11,14,16,17,18,0,2,6,9,13
12,16,4,1,0,2,5,6,7,8,9,10,13,14,15,17,18,19,3,11
12,16,5,1,0,2,4,6,7,8,9,10,13,14,15,17,18,19,3,11
12,16,6,4,1,3,5,7,8,9,10,11,14,17,18,19,0,2,13,15
12,16,19,1,0,2,4,5,6,7,8,9,10,13,14,15,17,18,3,11
12,17,4,1,0,2,5,6,7,8,9,10,13,14,15,16,18,19,3,11
