15,6,8,9,10,0,11,14,12,13,2,5,1,4,16,17,7
15,7,8,9,10,0,11,14,17,2,1,13,16,12,5,4,6
16,4,7,8,9,10,17,1,2,11,13,14,12,5,6,15
17,1,0,9,11,14,8,10,12,2,7,13,16,15,4,5,6
17,2,0,9,11,14,8,15,1,7,13,16,10,12,4,5,6
17,3,9,16,0,11,14,8,10,1,2,7,13,15,12,4,5,6
17,7,0,9,11,14,8,10,1,2,13,16,15,12,4,5,6
0,8,9,1,11,14,10,12,17,2,15,7,13,16,5,4,6
3,4,8,9,10,16,11,13,5,6,12,17,15,1,2,14,7
8,10,1,0,9,11,14,15,12,17,2,5,13,7,16,4,6
8,10,6,0,9,11,14,15,12,13,1,2,5,4,16,17,7
8,10,7,0,9,11,14,15,17,1,2,13,16,12,4,5,6
8,12,1,0,9,11,14,10,17,2,15,7,13,16,5,4,6
8,12,2,0,9,11,14,15,1,10,5,17,13,7,16,4,6
8,12,5,0,9,11,15,2,10,14,13,1,4,16,17,6,7
8,12,6,0,9,11,10,13,14,15,4,5,16,17,1,2,7
8,13,1,0,11,14,4,10,16,17,9,15,2,7,5,6,12
8,13,4,0,11,9,14,5,6,10,12,16,17,1,15,2,7
8,13,5,0,11,9,15,4,6,10,12,16,17,14,1,2,7
8,13,6,0,11,9,10,12,4,5,16,17,14,15,1,2,7
8,13,10,0,11,9,14,15,4,5,6,12,16,17,1,2,7
8,15,0,1,10,11,14,9,12,17,2,5,13,7,16,4,6
8,15,5,7,9,10,11,12,13,17,2,4,6,16,1,14
8,16,4,7,9,10,17,1,2,11,13,14,12,5,6,15
10,0,8,9,11,14,15,2,1,12,17,5,13,7,16,4,6
10,3,0,8,9,11,14,15,16,2,17,1,7,13,12,4,5,6
10,4,0,8,9,11,14,15,1,13,12,17,5,6,16,2,7
11,3,8,9,10,16,14,4,13,5,6,12,17,1,15,2,7
14,3,8,9,10,16,4,7,17,1,2,11,13,12,5,6,15
15,2,3,8,9,10,0,11,14,16,17,1,7,13,12,5,4,6
16,0,8,9,11,14,4,7,10,17,15,1,2,13,5,12,6
17,9,2,0,11,14,8,15,1,7,13,16,10,12,4,5,6
8,11,0,9,1,14,10,12,17,2,15,7,13,16,5,4,6
8,12,9,2,0,11,14,15,1,10,5,17,13,7,16,4,6
8,13,10,1,0,11,9,14,15,4,5,6,12,16,17,2,7
8,14,0,9,1,11,10,12,17,15,2,7,13,16,5,4,6
8,14,1,10,0,11,9,15,12,17,2,5,13,7,16,4,6
8,15,5,9,10,11,12,13,2,4,6,16,17,14,1,7
8,15,9,0,1,10,11,14,12,17,2,7,13,16,5,4,6
8,11,5,9,12,0,15,2,10,14,13,1,4,16,17,6,7
