0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
5,6,0,1,4
5,6,3,0,4,13,10,12,16,8,14,2,7,9,15,11,18,17,1
5,7,0,1,4
5,12,1,3,8,4,13,6,7,9,10,15,16,11,0,14,17,18,2
5,15,7
11,2,4,10,13,16,0,3,12,8,5,6,1,7,9,15,14,17,18
18,7,8,6,14,4,10,11,5,17,3,16,9,12,15,1,2,13,0
18,7,15,8,16,5,3,4,6,9,10,12,13,14,2,17,0,11,1
18,7,17,8,14,4,6,10,11,3,5,15,16,9,12,1,2,13,0
4,5,6,3,0,13,10,12,16,8,14,2,7,9,15,11,18,17,1
4,17,7,8,0,6
0,4,5,6,7
