0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
7,9,6,2,0,3,5,8,10,11,12,13,15,16,4,17,14,18,1
7,10,0,8,2,9,13,3,5,6,11,12,15,16,1,14,17,4,18
7,10,5,8,0,2,9,13,12,4,11,14,16,18,3,6,15,1,17
7,11,0,9,2,5,6,10,14,3,8,12,13,15,16,1,4,18,17
7,11,5,4,0,6,14,15,2,9,10,12,13,16,18,3,17,1,8
7,11,6,4,0,5,14,15,2,3,9,12,13,17,10,16,18,1,8
7,12,0,3,2,4,6,8,14,16,18,5,9,10,11,13,15,1,17
7,12,5,3,0,2,4,6,8,14,16,18,9,13,10,11,15,17,1
7,12,6,3,0,2,4,8,14,16,18,9,11,13,15,17,5,10,1
7,13,0,2,3,5,6,8,9,10,11,12,15,16,4,14,18,17,1
7,13,5,4,0,1,3,6,15,2,9,10,11,12,14,16,18,17,8
7,13,6,2,0,3,5,8,9,10,11,12,15,16,4,17,14,18,1
7,15,0,3,2,4,6,13,16,17,18,5,8,9,10,11,12,1,14
7,15,6,3,0,2,4,13,16,17,18,9,11,12,5,8,10,1,14
7,16,0,2,3,5,6,8,9,10,11,12,13,15,4,14,18,17,1
7,16,5,8,0,2,3,9,12,13,4,10,11,14,18,6,15,1,17
7,17,0,2,3,5,6,8,9,10,11,12,13,15,16,4,14,18,1
7,17,6,2,0,3,5,8,9,10,11,12,13,15,16,4,14,18,1
8,9,0,1,2,12,13,4,10,14,15,16,3,5,6,11,7,17,18
8,12,0,1,2,9,13,4,10,14,15,16,3,5,6,11,7,17,18
8,13,0,1,2,9,12,4,10,14,15,16,3,5,6,11,7,17,18
9,5,1,0,2,4,7,10,11,12,13,14,16,18,15,3,6,8,17
9,6,1,0,2,3,4,7,11,12,13,15,17,10,14,16,5,8,18
9,10,0,1,2,4,12,13,14,15,16,3,5,6,11,7,8,17,18
9,10,1,0,2,4,12,13,14,15,16,3,5,6,11,7,8,17,18
9,10,5,0,2,4,7,11,12,13,14,16,18,1,3,6,15,8,17
9,14,0,2,1,3,5,10,11,12,16,4,13,15,6,7,18,17,8
9,14,1,4,0,3,5,6,7,2,10,12,13,15,16,11,18,17,8
9,14,5,0,2,4,7,10,11,12,13,16,18,1,3,6,15,8,17
9,16,0,1,2,4,10,12,13,14,15,3,5,6,11,7,8,17,18
9,16,1,0,2,4,10,12,13,14,15,3,5,6,11,7,8,17,18
9,16,5,0,2,4,7,10,11,12,13,14,18,1,3,6,15,8,17
10,5,1,0,2,4,7,9,11,12,13,14,16,18,15,3,6,8,17
10,11,0,1,2,5,6,13,14,15,4,9,12,16,3,7,18,17,8
10,11,5,1,2,6,13,14,15,0,3,9,12,16,7,17,4,18,8
10,13,0,1,2,4,9,12,14,15,16,3,5,6,11,7,8,17,18
10,13,1,0,2,4,9,12,14,15,16,3,5,6,11,7,8,17,18
10,13,5,0,2,4,7,9,11,12,14,16,18,1,3,6,15,8,17
10,14,0,8,2,7,9,13,3,12,1,5,11,16,6,15,4,17,18
10,14,1,4,0,5,7,15,2,9,12,13,16,11,18,6,3,17,8
10,14,5,0,2,4,7,9,11,12,13,16,18,1,3,6,15,8,17
10,15,0,1,2,4,9,12,13,14,16,3,5,6,11,7,8,17,18
10,15,1,0,2,4,9,12,13,14,16,3,5,6,11,7,8,17,18
10,16,0,1,2,4,9,12,13,14,15,3,5,6,11,7,8,17,18
10,16,1,0,2,4,9,12,13,14,15,3,5,6,11,7,8,17,18
10,16,5,0,2,4,7,9,11,12,13,14,18,1,3,6,15,8,17
10,17,0,6,1,2,5,7,9,11,13,15,3,4,12,14,16,8,18
11,13,0,1,2,5,6,10,14,15,4,9,12,16,3,7,18,17,8
11,13,5,1,2,6,10,14,15,0,3,9,12,16,7,17,4,18,8
11,13,6,1,2,5,10,14,15,0,3,9,12,16,4,7,18,17,8
11,14,0,9,2,5,6,7,10,1,3,12,16,8,13,15,4,18,17
11,14,5,9,0,2,6,7,10,4,12,13,16,18,3,15,17,1,8
11,15,0,1,2,5,6,10,13,14,4,9,12,16,3,7,18,17,8
11,15,6,1,2,5,10,13,14,0,3,9,12,16,4,7,18,17,8
11,17,0,6,2,3,4,7,9,12,13,15,10,1,5,8,16,14,18
11,17,6,5,7,10,14,0,3,4,9,12,16,1,2,13,15,18,8
11,18,0,1,2,5,6,10,13,14,15,12,16,4,9,3,7,17,8
11,18,5,1,2,6,10,13,14,15,12,16,0,3,9,7,17,4,8
12,5,1,0,2,4,7,9,10,11,13,14,16,18,15,3,6,8,17
12,6,1,0,2,3,4,7,9,11,13,15,17,10,14,16,5,8,18
12,14,0,3,2,4,6,7,8,16,18,1,5,9,10,11,15,13,17
12,14,1,3,0,2,4,6,7,8,16,18,9,13,10,15,11,17,5
12,14,5,0,2,4,7,9,10,11,13,16,18,1,3,6,15,8,17
12,15,0,1,2,4,9,10,13,14,16,3,5,6,11,7,8,17,18
12,15,1,0,2,4,9,10,13,14,16,3,5,6,11,7,8,17,18
12,15,6,0,2,3,4,7,9,11,13,17,1,5,8,10,16,14,18
12,16,0,1,2,4,9,10,13,14,15,3,5,6,11,7,8,17,18
12,16,1,0,2,4,9,10,13,14,15,3,5,6,11,7,8,17,18
12,16,5,0,2,4,7,9,10,11,13,14,18,1,3,6,15,8,17
12,18,0,1,2,5,15,16,4,9,10,13,14,3,6,11,7,17,8
12,18,5,1,2,15,16,4,6,7,10,11,13,0,3,14,9,17,8
13,5,1,0,2,4,7,9,10,11,12,14,16,18,15,3,6,8,17
13,6,1,0,2,3,4,7,9,11,12,15,17,10,14,16,5,8,18
13,15,0,1,2,4,9,10,12,14,16,3,5,6,11,7,8,17,18
13,15,1,0,2,4,9,10,12,14,16,3,5,6,11,7,8,17,18
13,15,6,0,2,3,4,7,9,11,12,17,1,5,8,10,16,18,14
14,5,1,3,2,4,6,7,9,13,16,18,0,10,11,12,15,8,17
14,16,0,2,1,3,5,9,10,11,12,4,13,15,6,7,18,17,8
14,16,1,4,0,3,5,7,12,15,2,9,10,13,11,18,6,8,17
14,16,5,0,2,4,7,9,10,11,12,13,18,1,3,6,15,8,17
14,17,0,2,1,3,5,9,10,11,12,16,6,15,4,13,7,18,8
15,6,1,0,2,3,4,7,9,11,12,13,17,10,14,16,5,8,18
15,16,0,1,2,4,9,10,12,13,14,3,5,6,11,7,8,17,18
15,16,1,0,2,4,9,10,12,13,14,3,5,6,11,7,8,17,18
15,17,0,6,2,3,4,7,9,11,12,13,10,1,5,8,16,18,14
15,17,6,5,1,2,4,7,10,11,12,13,16,18,14,9,0,3,8
15,18,0,1,2,5,12,16,4,9,10,13,14,3,6,11,7,8,17
16,5,1,0,2,4,7,9,10,11,12,13,14,18,15,3,6,8,17
16,18,0,1,2,5,12,15,4,9,10,13,14,3,6,11,7,8,17
16,18,5,1,2,12,15,4,6,7,10,11,13,0,3,14,9,17,8
0,2,3,8,7,5,6,9,10,11,12,13,15,16,4,14,18,1,17
1,2,5,6,8,9,12,13,7,3,0,14,16,10,15,4,18,11,17
2,3,8,9
2,3,8,13
2,3,9,0,7,5,6,8,10,11,12,13,15,16,4,14,18,1,17
2,3,9,16
2,3,13,0,7,5,6,8,9,10,11,12,15,16,4,14,18,1,17
2,3,16,0,8,7,9,12,5,6,10,11,13,15,1,14,4,18,17
2,3,16,18
2,3,18,0,15,4,6,7,13,16,17,1,5,12,14,11,9,8,10
2,8,9,0,1,12,13,4,10,14,15,16,5,6,7,3,11,17,18
2,8,13,0,1,9,12,4,10,14,15,16,3,5,6,7,11,17,18
2,9,1,5,4,0,3,6,12,15,7,14,10,13,16,11,18,17,8
2,9,6,1,4,0,3,5,12,15,7,14,11,13,17,10,16,18,8
2,9,10,0,15,1,6,7,16,4,12,13,14,5,11,17,3,8,18
2,9,10,1,4,0,3,5,6,12,15,7,14,13,16,11,18,17,8
2,9,10,5,0,4,7,11,12,13,14,16,18,1,3,6,15,8,17
2,9,16,0,1,4,10,12,13,14,15,3,5,6,7,8,11,17,18
2,9,16,1,4,0,3,5,6,12,15,7,14,10,13,11,18,17,8
2,9,16,5,0,4,7,10,11,12,13,14,18,1,3,6,15,8,17
2,10,1,5,8,0,7,9,13,12,4,14,15,16,11,18,3,6,17
2,10,11,0,12,1,5,7,14,15,16,6,18,13,4,9,3,8,17
2,10,11,5,12,0,1,7,14,15,16,6,18,4,9,13,3,17,8
2,10,13,0,9,1,3,5,6,7,8,4,12,14,15,16,17,18,11
2,10,13,1,4,0,3,5,6,12,15,7,14,9,16,11,18,17,8
2,10,13,5,0,4,7,9,11,12,14,16,18,1,3,6,15,8,17
2,10,15,0,9,1,6,7,16,4,12,13,14,5,11,17,3,8,18
2,10,15,1,12,0,5,7,14,16,4,9,13,11,18,6,3,8,17
2,10,16,0,8,7,9,13,3,12,5,6,11,15,1,14,17,4,18
2,10,16,1,4,0,3,5,6,12,15,7,14,9,13,11,18,17,8
2,10,16,5,0,4,7,9,11,12,13,14,18,1,3,6,15,8,17
2,11,5,6,12,0,7,14,15,18,4,9,10,13,16,3,17,8,1
2,11,13,0,9,5,6,7,10,14,1,3,8,4,12,16,18,15,17
2,11,13,5,4,0,1,3,6,12,15,7,14,9,10,16,18,17,8
2,11,13,6,4,0,1,3,5,12,15,7,14,9,17,10,16,18,8
2,11,15,0,9,5,6,7,10,14,1,16,4,12,13,18,3,17,8
2,11,15,6,12,0,5,7,14,18,3,4,9,13,17,10,16,1,8
2,11,15,18
2,11,18,0,14,1,3,5,9,10,12,16,6,13,15,4,7,17,8
2,12,1,5,4,0,3,6,15,9,10,13,14,16,7,11,18,17,8
2,12,6,1,4,0,3,5,15,7,9,11,13,17,10,14,16,18,8
2,12,15,0,14,1,3,5,9,10,11,16,4,17,13,6,7,8,18
2,12,15,1,5,4,6,7,10,11,13,16,18,0,3,14,9,17,8
2,12,15,6,0,3,4,7,9,11,13,17,8,14,16,18,1,5,10
2,12,16,0,14,1,3,5,9,10,11,4,13,15,6,7,8,18,17
2,12,16,1,4,0,3,5,6,15,7,14,9,10,13,11,18,17,8
2,12,16,5,0,4,7,9,10,11,13,14,18,1,3,6,15,8,17
2,12,18,0,14,1,3,5,9,10,11,16,15,4,13,6,7,8,17
2,12,18,5,15,1,4,6,7,10,11,13,16,9,14,0,3,17,8
2,13,1,5,4,0,3,6,12,15,7,9,10,14,16,11,18,17,8
2,13,6,1,4,0,3,5,12,15,7,9,11,17,10,14,16,18,8
2,13,15,0,9,1,3,5,6,7,8,10,16,4,12,14,17,18,11
2,13,15,1,5,4,6,7,10,11,12,16,18,0,3,14,9,17,8
2,13,15,6,0,3,4,7,9,11,12,17,16,18,14,8,1,5,10
2,15,1,6,11,5,10,13,14,4,7,12,16,18,9,17,0,3,8
2,15,16,0,9,1,6,7,10,4,12,13,14,5,3,11,17,8,18
2,15,16,1,9,0,6,7,10,4,12,13,14,3,11,17,5,8,18
2,15,18,0,10,5,11,16,1,4,6,7,12,13,9,14,3,17,8
2,16,1,5,8,0,3,7,9,12,13,4,10,14,15,11,18,6,17
2,16,18,0,1,5,12,15,4,9,10,13,14,7,11,6,8,17,3
2,16,18,5,11,0,7,10,14,15,4,9,12,13,3,6,8,17,1
3,7,8,0,6,2,9,12,13,4,11,15,17,5,10,16,1,14,18
3,7,8,9
3,7,8,13
3,7,9,0,6,2,4,11,12,13,15,17,5,8,10,16,1,14,18
3,7,9,16
3,7,13,0,6,2,4,9,11,12,15,17,5,8,10,16,1,14,18
3,7,16,0,8,2,9,12,5,6,10,11,13,15,1,14,4,18,17
3,7,17,0,6,2,4,9,11,12,13,15,5,8,10,16,1,14,18
3,8,9,0,1,2,4,6,13,14,16,12,10,15,5,11,7,17,18
3,8,13,0,1,2,4,6,9,14,16,12,10,15,5,11,7,17,18
3,9,14,0,15,2,4,6,7,13,16,17,18,1,10,11,12,5,8
3,9,14,16
3,9,16,0,1,2,4,6,13,14,10,12,15,5,11,7,17,8,18
3,14,16,0,8,9,12,2,7,1,5,6,4,18,10,11,13,15,17
3,16,18,0,1,2,4,6,9,13,14,5,12,15,10,11,7,17,8
4,1,5,6,11,0,7,14,15,2,10,13,9,12,16,18,3,17,8
4,7,5,6,11,0,14,15,2,9,10,12,13,16,18,3,17,1,8
4,7,12,0,14,3,5,9,10,11,16,17,2,6,8,18,13,1,15
4,7,12,5,3,0,2,6,8,14,16,18,9,13,10,11,15,17,1
4,7,12,6,3,0,2,8,14,16,18,9,11,13,15,17,1,5,10
4,7,15,0,11,5,6,14,1,2,10,12,13,16,18,9,3,17,8
4,7,15,6,11,0,5,14,2,3,9,12,13,17,10,16,18,1,8
4,12,1,5,3,0,2,6,7,8,14,16,18,9,13,10,15,11,17
4,12,6,1,3,0,2,7,8,14,16,18,9,13,11,15,17,10,5
4,12,14,1,3,0,2,6,7,8,16,18,9,13,10,15,11,17,5
4,12,14,5,0,2,7,9,10,11,13,16,18,1,3,6,15,8,17
4,12,15,0,6,2,3,7,9,11,13,17,1,5,8,10,16,14,18
4,12,15,1,5,2,6,7,10,11,13,16,18,0,3,8,9,17,14
4,12,15,6,0,2,3,7,9,11,13,17,1,5,8,10,16,14,18
4,14,1,5,11,0,6,7,15,2,10,13,9,12,16,18,3,17,8
4,15,1,6,11,0,5,7,14,2,10,13,9,12,16,3,17,18,8
7,8,9,0,2,3,5,6,10,11,12,13,15,16,4,14,18,17,1
7,8,13,0,2,3,5,6,9,10,11,12,15,16,4,14,18,17,1
7,9,10,0,15,1,2,6,16,4,5,12,13,14,3,8,11,17,18
7,9,10,5,15,0,1,2,6,16,4,11,12,13,18,14,3,17,8
7,9,16,0,2,3,5,6,8,10,11,12,13,15,4,14,18,17,1
7,9,16,5,8,0,2,3,12,13,4,10,11,14,18,6,15,1,17
7,10,11,0,12,1,2,5,14,15,16,6,18,4,9,13,3,8,17
7,10,11,5,12,0,1,2,14,15,16,6,18,4,9,13,3,17,8
7,10,13,0,9,1,2,3,5,6,8,4,12,15,16,14,11,17,18
7,10,13,5,9,0,1,2,3,6,8,4,11,12,14,16,18,15,17
7,10,15,0,9,1,2,6,16,4,5,12,13,14,3,8,11,17,18
7,10,15,16
7,10,16,0,8,2,9,13,3,12,5,6,11,15,1,14,17,4,18
7,10,16,5,8,0,2,9,13,3,12,4,11,14,18,6,15,1,17
7,10,17,0,9,3,6,14,2,13,16,1,5,11,15,4,12,8,18
7,11,5,6,12,0,2,14,15,18,4,9,10,13,16,3,17,8,1
7,11,13,0,9,2,5,6,10,14,1,3,8,12,15,16,4,18,17
7,11,13,5,4,0,6,14,15,1,3,2,9,10,12,16,18,17,8
7,11,13,6,4,0,5,14,15,1,3,2,9,12,17,10,16,18,8
7,11,15,0,9,2,5,6,10,14,1,16,3,8,12,13,4,18,17
7,11,15,6,12,0,2,5,14,18,3,4,9,13,17,10,16,8,1
7,11,17,0,9,2,5,6,10,14,3,8,12,13,15,16,1,4,18
7,11,17,6,14,0,3,4,5,9,10,12,16,1,2,13,15,18,8
7,12,15,0,3,2,4,6,8,14,16,18,13,17,5,9,10,11,1
7,12,15,6,3,0,2,4,8,14,16,18,13,17,9,11,5,10,1
7,12,15,16
7,12,16,0,14,3,4,5,9,10,11,17,2,6,8,18,13,1,15
7,13,5,6,10,1,2,9,11,15,17,4,12,16,14,0,3,8,18
7,13,15,0,9,1,2,3,5,6,8,10,16,4,12,14,11,17,18
7,13,15,6,10,1,2,5,9,11,17,4,12,16,14,0,3,8,18
7,15,16,0,9,1,2,6,10,4,5,12,13,14,3,8,11,17,18
7,15,17,0,9,1,2,6,10,16,3,14,4,5,12,13,8,11,18
7,15,17,6,10,1,2,5,9,11,13,4,12,16,14,0,3,8,18
9,10,5,1,0,2,4,7,11,12,13,14,16,18,15,3,6,8,17
9,10,14,0,15,1,2,6,7,16,4,11,12,17,13,5,3,8,18
9,10,14,1,4,0,3,5,6,7,15,2,12,13,16,11,18,17,8
9,10,14,5,0,2,4,7,11,12,13,16,18,1,3,6,15,8,17
9,10,16,0,1,2,4,12,13,14,15,3,5,6,11,7,8,17,18
9,10,16,1,0,2,4,12,13,14,15,3,5,6,11,7,8,17,18
9,10,16,5,0,2,4,7,11,12,13,14,18,1,3,6,15,8,17
9,14,1,5,8,0,3,12,2,13,7,4,10,15,16,11,18,6,17
9,14,16,0,2,1,3,5,10,11,12,4,13,15,6,7,18,17,8
9,14,16,1,4,0,3,5,6,7,12,15,2,10,13,11,18,17,8
9,14,16,5,0,2,4,7,10,11,12,13,18,1,3,6,15,8,17
9,16,5,1,0,2,4,7,10,11,12,13,14,18,15,3,6,8,17
10,11,13,0,1,2,5,6,14,15,4,9,12,16,3,7,18,17,8
10,11,13,5,1,2,6,14,15,0,3,9,12,16,7,17,4,18,8
10,11,14,0,16,2,5,7,15,18,1,3,9,12,6,8,13,4,17
10,11,14,17
10,11,15,0,1,2,5,6,13,14,4,9,12,16,3,7,18,17,8
10,11,17,0,6,1,2,5,7,9,13,15,3,4,12,14,16,8,18
10,13,5,1,0,2,4,7,9,11,12,14,16,18,15,3,6,8,17
10,13,15,0,1,2,4,9,12,14,16,3,5,6,11,7,8,17,18
10,13,15,1,0,2,4,9,12,14,16,3,5,6,11,7,8,17,18
10,14,1,5,8,0,2,7,9,13,3,12,4,15,16,11,18,6,17
10,14,16,0,8,2,7,9,13,3,12,1,5,11,6,15,4,17,18
10,14,16,1,4,0,5,7,15,3,12,2,9,13,11,18,6,17,8
10,14,16,5,0,2,4,7,9,11,12,13,18,1,3,6,15,8,17
10,14,17,0,9,3,6,7,2,13,16,1,5,11,15,4,12,8,18
