0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
"(0, 7)","(0, 8)","(0, 10)","(0, 11)","(0, 13)","(0, 14)","(0, 17)","(1, 7)","(1, 8)","(1, 9)","(1, 11)","(1, 12)","(1, 15)","(1, 16)","(1, 17)","(1, 18)","(2, 7)","(2, 9)","(3, 7)","(3, 8)","(3, 9)","(3, 10)","(3, 11)","(3, 12)","(3, 16)","(3, 17)","(4, 7)","(4, 8)","(4, 10)","(4, 13)","(4, 14)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(6, 7)","(6, 8)","(6, 9)","(6, 12)","(6, 13)","(6, 15)","(6, 18)","(7, 8)","(7, 9)","(7, 10)","(7, 12)","(7, 13)","(7, 14)","(7, 15)","(7, 16)","(7, 17)","(7, 18)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 15)","(8, 16)","(8, 17)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(9, 14)","(9, 16)","(10, 11)","(10, 12)","(10, 13)","(10, 15)","(10, 18)","(11, 13)","(11, 14)","(11, 15)","(11, 17)","(12, 14)","(12, 16)","(13, 14)","(13, 18)","(14, 15)","(14, 16)","(14, 17)","(14, 18)","(16, 18)"
195,98
7,16,0,8,14,4,9,11,12,15,17,10,13,1,6,3,5,18
7,18,0,10,13,14,4,9,11,12,15,8,1,6,16,3,5,17
8,0,6,7,13,4,9,10,11,14,12,15,18,1,3,5,17,16
8,2,7,9,0,10,11,13,14,4,12,15,18,1,3,5,17,6,16
8,4,0,7,10,13,14,9,11,12,15,18,6,16,17,1,3,5
8,2,7,9,10,1,11,12,15,18,0,3,5,13,14,17,6,16,4
8,2,7,9,12,0,10,11,13,14,4,15,18,1,3,5,17,6,16
8,2,7,9,16,0,10,11,13,14,3,12,18,4,15,1,5,17,6
9,1,6,7,8,12,15,18,10,16,14,11,13,3,0,4,17,5
10,0,6,7,8,9,12,13,15,18,4,11,1,16,14,3,5,17
10,2,7,9,1,8,11,12,15,18,6,16,0,3,5,13,14,17,4
10,4,1,7,8,9,11,12,15,18,0,3,5,13,14,17,6,16
10,2,7,9,12,1,8,11,15,18,6,16,0,3,5,13,14,17,4
11,0,7,1,3,5,8,9,10,13,14,15,17,12,16,18,4,6
11,1,7,0,3,5,8,9,10,13,14,15,17,12,16,4,6,18
11,3,7,0,1,5,8,9,10,13,14,15,17,12,16,18,4,6
11,5,7,0,1,3,8,9,10,13,14,15,17,12,16,18,4,6
11,9,0,7,8,10,13,14,1,3,5,15,17,4,6,12,16,18
12,1,6,7,8,9,15,18,10,16,11,14,13,3,0,4,5,17
13,0,6,7,8,4,9,10,11,14,12,15,18,1,3,5,17,16
13,2,7,9,5,10,11,0,1,3,8,14,15,17,18,12,16,4,6
13,4,6,7,8,0,9,10,11,14,12,15,18,1,3,5,17,16
13,6,5,7,9,10,11,8,0,1,3,14,15,17,12,18,4,16
14,0,6,7,9,12,13,15,18,8,10,11,1,16,4,17,3,5
14,2,7,9,11,0,1,3,5,8,10,13,15,17,12,16,18,4,6
14,4,6,7,9,12,13,15,18,8,10,1,11,16,0,17,3,5
14,2,7,9,12,15,1,6,8,10,11,16,17,18,13,0,4,3,5
14,2,7,9,16,11,0,1,3,5,8,10,13,15,17,12,18,4,6
15,1,6,7,8,9,12,18,10,16,11,14,13,3,0,4,5,17
16,1,6,7,8,9,12,18,15,10,13,14,11,3,0,4,17,5
17,0,6,7,8,13,4,9,10,11,14,1,3,12,15,18,5,16
17,1,6,7,8,9,12,15,18,10,16,3,11,14,13,0,4,5
17,2,7
17,3,6,7,8,9,12,1,11,14,16,15,18,13,0,5,10,4
18,1,6,7,8,9,12,15,10,16,13,14,11,3,0,4,17,5
0,7,8,9,10,11,13,14,4,12,15,18,1,3,5,17,6,16
1,2,7,9,8,11,0,3,5,10,13,14,15,17,12,16,18,4,6
2,7,9,0,8,10,11,13,14,4,6,12,15,16,17,18,1,3,5
7,8,4,0,10,13,14,9,11,12,15,18,6,16,17,1,3,5
7,8,9,0,10,11,13,14,4,12,15,18,1,3,5,17,6,16
7,10,0,6,8,9,12,13,15,18,4,11,1,16,14,3,5,17
7,10,4,1,8,9,11,12,15,18,6,16,13,14,0,3,5,17
7,13,0,9,8,10,11,14,4,6,12,15,16,17,18,1,3,5
7,13,4,9,8,10,14,0,6,11,12,15,16,17,18,1,3,5
7,13,6,8,0,4,9,10,11,14,12,15,18,1,3,5,17,16
7,14,0,12,8,10,4,9,11,15,16,17,13,18,1,6,3,5
7,14,4,12,8,10,0,9,11,15,16,17,13,18,1,6,3,5
7,15,1,6,8,9,12,18,10,16,11,14,13,3,0,4,5,17
7,17,1,6,8,9,12,15,18,10,16,3,11,14,13,0,4,5
7,17,3,6,8,9,12,1,11,14,16,15,18,0,5,10,13,4
7,18,1,15,6,10,14,8,9,12,13,11,0,4,16,17,3,5
8,3,2,7,9,5,10,11,0,1,13,14,15,17,12,16,18,4,6
8,5,2,7,9,4,10,13,14,0,11,12,15,18,6,16,17,1,3
8,2,7,9,10,3,11,0,1,5,13,14,15,17,12,18,16,4,6
8,2,7,9,12,1,15,6,10,11,14,18,13,0,4,3,5,17,16
8,2,7,9,16,1,11,0,3,5,10,13,14,15,17,12,18,4,6
10,2,7,9,3,6,8,12,13,15,18,0,4,11,1,16,14,17,5
10,5,2,7,9,6,8,12,13,15,18,0,4,11,1,16,14,17,3
10,2,7,9,12,3,6,8,13,15,18,0,4,11,1,16,14,17,5
11,0,8,9,7,10,13,14,1,3,5,15,17,4,12,18,6,16
11,1,8,7,0,3,5,9,10,13,14,15,17,12,16,6,18,4
11,3,8,7,0,1,5,9,10,13,14,15,17,12,16,18,6,4
11,5,8,7,0,1,3,9,10,13,14,15,17,12,16,18,6,4
11,8,9,0,7,10,13,14,1,3,5,15,17,4,12,18,6,16
11,8,15,0,7,10,14,1,3,5,9,13,17,4,12,18,16,6
11,9,1,7,0,3,5,8,10,13,14,15,17,12,16,4,6,18
12,1,2,7,9,6,8,15,18,10,16,14,11,13,3,0,4,17,5
16,1,2,7,9,6,8,12,18,15,10,14,13,11,3,0,4,17,5
7,10,8,4,1,9,11,12,15,18,13,14,6,16,0,3,5,17
7,10,8,2,9,12,1,11,15,18,0,3,5,13,14,17,6,16,4
7,12,1,8,6,9,15,18,10,11,14,13,16,0,4,3,5,17
7,16,1,8,6,9,12,18,15,10,13,14,11,3,0,4,17,5
10,5,2,7,9,8,11,0,1,3,13,14,15,17,12,18,16,4,6
11,3,8,9,7,0,1,5,10,13,14,15,17,12,16,18,4,6
11,5,8,9,7,0,1,3,10,13,14,15,17,12,16,18,4,6
11,8,10,3,7,0,1,5,9,13,14,15,17,12,18,16,6,4
11,8,10,5,7,0,1,3,9,13,14,15,17,12,18,16,6,4
11,8,10,9,1,7,12,15,18,0,3,5,13,14,17,6,16,4
