0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,10,4,3,5,8,9,7,6,12,13,15,0,2,14,17,18,19,11,16
1,10,8,7,0,2,4,9,12,13,5,11,16,19,15,17,3,14,18,6
1,19,2,3,4,5,8,9,17,7,18,10,12,15,11,14,6,13,0,16
1,19,4,0,5,7,9,10,11,12,16,2,3,6,13,14,15,8,17,18
3,4,5,8,1,7,9,10,12,15,17,6,13,0,2,19,14,16,11,18
5,6,3,8,1,9,10,12,13,15,4,0,19,2,7,16,17,11,14,18
5,9,2,0,1,7,11,16,19,4,8,10,3,6,12,13,14,15,17,18
5,9,3,2,4,7,17,18,11,12,14,0,6,10,13,15,19,16,8,1
5,9,4,0,1,7,10,11,12,16,19,2,8,3,6,13,14,15,17,18
5,9,6,2,7,14,17,18,0,3,4,10,12,13,15,19,1,11,16,8
5,9,14,0,7,11,12,13,16,2,3,4,6,10,15,18,17,19,1,8
5,9,18,0,11,12,13,2,4,10,14,16,15,1,7,19,17,3,8,6
5,10,4,0,1,7,9,11,12,16,19,2,8,3,6,13,14,15,17,18
5,11,2,3,4,18,7,9,17,12,14,6,13,0,10,15,16,19,8,1
5,11,4,1,0,2,10,7,9,12,16,19,3,6,13,14,15,8,17,18
5,11,14,1,0,2,4,10,9,7,12,13,16,19,18,3,6,15,8,17
5,12,4,8,1,3,6,9,10,13,15,7,17,0,19,2,18,14,16,11
5,12,14,3,4,7,8,9,17,18,6,1,10,15,2,11,0,13,19,16
5,12,15,3,4,7,8,9,17,18,1,10,2,11,14,0,6,13,16,19
5,12,18,8,1,3,6,9,10,13,15,0,4,19,2,7,17,14,16,11
5,13,14,8,1,3,6,9,10,12,15,7,17,0,19,2,4,18,16,11
5,13,15,11,0,12,14,18,7,16,19,9,2,4,17,3,6,10,8,1
5,13,18,8,1,3,6,9,10,12,15,0,19,2,4,7,17,14,16,11
5,15,2,3,4,7,8,17,9,18,1,10,12,11,14,0,6,13,19,16
5,19,2,0,1,7,9,11,16,4,8,10,3,6,12,13,14,15,17,18
5,19,4,0,1,7,9,10,11,12,16,2,8,3,6,13,14,15,17,18
5,19,15,1,2,4,8,7,9,17,3,10,12,6,13,0,14,16,18,11
7,2,4,8,1,9,15,17,3,10,12,0,5,19,13,16,11,18,14,6
7,3,4,8,1,9,10,12,15,17,0,2,5,19,13,16,11,18,14,6
7,6,3,5,0,2,4,9,10,12,13,14,15,1,11,16,19,17,18,8
7,8,3,5,0,2,4,6,9,10,12,13,14,15,1,11,16,19,17,18
7,9,2,3,4,5,17,18,11,12,14,0,6,10,13,15,19,16,8,1
7,9,3,2,4,5,17,18,11,12,14,0,6,10,13,15,19,16,8,1
7,9,4,1,0,2,8,10,5,11,12,16,19,13,15,17,3,6,14,18
7,9,6,2,5,14,17,18,0,3,4,10,12,13,15,19,1,11,16,8
7,9,8,2,1,15,17,0,4,10,5,19,12,13,16,11,3,14,6,18
7,9,14,1,0,2,4,8,10,5,11,12,13,16,19,15,17,3,6,18
7,9,17,1,0,2,4,8,10,19,12,13,16,5,11,15,3,14,18,6
7,10,4,8,1,3,9,12,15,17,0,2,5,19,18,13,16,11,14,6
7,10,8,6,5,9,0,2,3,4,12,13,14,15,1,11,16,19,17,18
7,12,0,8,1,9,10,13,2,4,5,19,11,14,15,16,17,18,3,6
7,12,4,8,1,3,9,10,15,17,0,2,5,19,18,13,16,11,14,6
7,12,8,6,5,9,14,17,18,0,2,3,4,10,13,15,1,19,11,16
7,12,14,3,4,5,8,9,17,18,6,1,10,15,2,11,0,13,19,16
7,12,15,3,4,5,8,9,17,18,1,10,2,11,14,0,6,13,19,16
7,12,17,3,4,5,8,9,18,1,10,15,2,11,14,0,6,13,19,16
7,13,0,8,1,9,10,12,2,4,5,19,14,15,17,18,11,16,3,6
7,13,8,6,5,9,14,17,18,0,2,3,4,10,12,15,1,19,11,16
7,13,14,8,6,9,12,17,5,18,0,2,3,4,10,15,1,19,11,16
7,13,15,6,5,8,9,14,17,18,0,2,3,4,10,12,1,19,16,11
7,13,17,6,5,8,9,14,18,0,2,3,4,10,12,15,19,1,16,11
7,14,2,3,4,5,6,9,17,18,11,12,0,10,13,15,19,16,8,1
7,15,2,3,4,5,8,17,9,18,1,10,12,11,14,0,6,13,19,16
7,16,2,3,4,9,17,5,18,11,12,14,6,13,15,19,0,10,8,1
7,16,4,1,0,2,8,9,10,19,5,11,12,13,15,17,3,6,14,18
7,17,2,3,4,5,9,18,11,12,14,0,6,10,13,15,19,16,8,1
9,3,4,2,5,7,17,18,0,6,10,12,13,14,15,19,11,1,16,8
9,6,3,4,5,7,14,17,0,2,10,12,13,15,19,18,1,11,16,8
9,10,4,0,1,5,7,11,12,16,19,2,8,3,6,13,14,15,17,18
9,10,8,0,1,7,12,13,2,4,5,19,11,16,15,17,14,18,3,6
9,12,4,3,5,7,8,17,18,0,2,6,10,13,14,15,1,19,11,16
9,12,8,6,5,7,14,17,18,1,3,10,13,15,0,2,4,19,11,16
9,12,14,3,4,5,7,8,17,18,6,1,10,15,2,11,0,13,19,16
9,12,17,3,4,5,7,8,18,1,10,15,2,11,14,6,13,19,0,16
9,12,18,4,2,3,5,11,14,7,15,16,17,19,8,6,0,10,13,1
9,13,8,6,5,7,14,17,18,1,3,10,12,15,0,2,4,19,11,16
9,13,14,4,5,7,12,15,17,19,0,2,3,6,10,16,8,11,1,18
9,13,17,6,5,7,8,14,18,2,3,4,12,15,19,0,10,1,11,16
9,13,18,4,5,7,12,14,15,17,19,2,3,11,0,6,10,16,8,1
9,16,2,3,4,7,17,5,18,11,12,14,0,6,10,13,15,19,8,1
9,16,4,1,0,2,10,19,5,7,11,12,14,15,3,6,13,8,17,18
9,17,2,3,4,5,7,18,11,12,14,6,13,15,19,0,10,16,8,1
9,19,2,0,1,5,7,11,16,4,8,10,3,6,12,13,14,15,17,18
9,19,4,0,1,5,7,10,11,12,16,2,8,3,6,13,14,15,17,18
9,19,17,1,2,4,8,7,15,3,10,12,13,0,16,5,11,18,14,6
10,11,4,3,5,7,8,9,18,0,2,6,12,13,14,15,1,16,17,19
10,12,4,3,5,7,8,9,17,18,0,2,6,13,14,15,1,19,16,11
10,12,8,6,5,7,9,14,17,18,1,3,13,15,0,2,4,19,11,16
10,16,4,6,5,7,8,9,14,17,3,0,2,11,12,15,19,13,1,18
11,2,4,3,5,18,7,9,17,0,6,10,12,13,14,15,19,16,1,8
11,12,0,4,1,5,7,9,10,16,19,2,8,3,6,13,14,15,17,18
11,12,4,3,5,18,7,8,9,17,0,2,6,10,13,14,15,1,19,16
11,12,14,3,4,5,18,7,8,9,17,6,2,1,10,15,0,13,19,16
11,12,15,3,4,5,18,7,8,9,17,2,14,1,10,0,6,13,19,16
11,12,18,4,2,3,5,9,14,7,15,16,17,19,8,6,0,10,13,1
11,14,2,3,4,5,18,6,7,9,17,12,0,10,13,15,19,16,8,1
11,15,2,3,4,5,18,7,8,17,9,12,14,1,10,0,6,13,19,16
11,16,0,9,2,4,5,10,12,14,18,1,7,19,15,17,3,13,8,6
11,16,2,3,4,5,18,7,9,17,12,14,0,10,15,19,6,13,8,1
11,16,4,1,0,2,5,10,9,19,7,12,14,15,18,8,3,6,13,17
11,16,14,1,0,2,4,5,10,9,19,7,12,13,15,18,17,8,3,6
11,16,15,1,0,2,4,5,10,9,19,8,7,12,13,17,3,14,6,18
11,18,2,4,3,5,9,12,14,7,17,8,6,0,10,16,15,19,13,1
12,13,0,4,5,7,9,14,15,17,19,1,10,11,16,2,3,6,8,18
12,13,8,6,5,7,9,14,17,18,1,3,10,15,0,2,4,19,11,16
12,13,14,4,5,7,9,15,17,19,0,2,3,6,10,16,8,11,1,18
12,13,15,4,5,7,9,14,17,19,0,2,3,6,10,16,8,11,1,18
12,13,17,6,5,7,8,9,14,18,2,3,4,15,19,0,10,1,11,16
12,13,18,4,5,7,9,14,15,17,19,2,3,11,0,6,10,16,8,1
12,14,4,3,5,7,8,9,17,18,6,0,2,10,13,15,1,19,11,16
12,15,4,3,5,7,8,9,17,18,0,2,6,10,13,14,1,19,16,11
12,16,0,6,5,7,8,9,14,17,18,2,4,10,11,15,19,3,13,1
12,16,4,6,5,7,8,9,14,17,18,3,0,2,10,11,15,19,13,1
12,16,14,3,4,5,7,8,9,17,18,6,1,10,15,2,11,0,19,13
12,16,15,3,4,5,7,8,9,17,18,1,10,2,11,14,0,19,6,13
12,16,17,3,4,5,7,8,9,18,1,10,15,2,11,14,0,19,6,13
12,17,4,6,5,7,8,9,14,18,3,2,13,15,19,0,10,1,11,16
12,19,4,3,5,7,8,9,17,18,0,2,6,10,13,14,15,1,16,11
12,19,15,3,4,5,7,8,9,17,18,1,10,2,11,14,0,6,13,16
12,19,17,3,4,5,7,8,9,18,1,10,15,2,11,14,6,13,0,16
13,19,15,4,5,7,9,12,14,17,0,2,3,6,10,16,8,11,1,18
13,19,17,8,1,9,12,15,0,5,2,4,10,7,16,11,3,6,14,18
15,2,4,3,5,7,8,17,9,18,0,6,10,12,13,14,1,19,16,11
16,2,4,6,7,9,14,17,5,18,3,0,10,12,13,15,19,11,1,8
17,2,4,6,5,7,9,14,18,3,12,13,15,19,0,10,11,16,8,1
19,15,2,3,4,5,9,17,7,8,18,1,10,12,11,14,6,13,0,16
19,16,2,3,4,5,9,17,7,18,11,12,14,0,10,15,6,13,8,1
19,16,4,1,0,2,9,10,5,7,11,12,14,15,3,6,13,17,8,18
19,16,15,1,0,2,4,9,10,5,8,7,11,12,13,17,3,14,6,18
19,16,17,1,0,2,4,9,10,8,7,12,13,5,11,15,3,6,14,18
19,17,2,3,4,5,9,7,18,11,12,14,6,13,15,0,10,16,8,1
0,1,5,9,8,7,10,12,13,3,6,15,2,4,14,11,16,19,17,18
0,5,9,12,8,1,7,10,13,3,6,15,4,19,2,14,11,16,17,18
0,5,9,13,11,2,4,10,12,14,16,18,15,1,7,19,17,3,8,6
0,5,10,1,8,7,9,12,13,3,6,15,2,4,14,16,17,19,18,11
0,5,10,11,9,2,4,12,14,16,18,1,7,19,15,17,3,13,8,6
0,5,10,12,8,1,7,9,13,3,6,15,4,19,2,14,16,17,18,11
0,5,19,1,8,7,9,10,12,13,3,6,15,17,2,4,14,16,11,18
0,5,19,12,8,1,7,9,10,13,3,6,15,17,4,2,14,16,11,18
0,5,19,13,8,1,7,9,10,12,3,6,15,17,2,4,14,16,11,18
0,7,9,10,11,2,4,12,14,15,16,5,18,1,19,17,3,13,8,6
0,9,10,1,4,5,7,11,12,16,19,2,3,6,13,14,15,8,17,18
0,9,10,12,4,1,5,7,11,16,19,8,2,3,6,13,14,15,17,18
0,9,10,16,6,5,7,8,14,17,2,4,11,12,15,19,3,13,1,18
0,9,16,7,8,1,10,12,13,15,17,2,4,19,5,11,14,18,3,6
0,9,19,1,4,5,7,10,11,12,16,2,3,6,13,14,15,17,8,18
0,9,19,12,4,1,5,7,10,11,16,8,2,3,6,13,14,15,17,18
0,9,19,13,4,1,5,7,10,11,12,16,14,15,17,8,2,3,6,18
0,9,19,16,11,2,4,5,10,12,14,18,15,1,7,17,3,8,13,6
0,10,16,7,8,1,9,12,13,15,17,2,4,19,5,14,11,18,3,6
1,2,4,5,8,7,9,15,17,3,10,12,6,13,0,14,16,19,11,18
1,5,9,2,3,4,8,7,17,18,10,12,15,11,14,6,13,0,19,16
1,5,9,4,0,7,10,11,12,16,19,2,8,3,6,13,14,15,17,18
1,5,10,4,8,3,6,9,12,13,15,7,17,18,14,2,16,19,0,11
1,5,19,2,3,4,8,9,17,7,18,10,12,15,11,14,6,13,0,16
1,5,19,4,0,7,9,10,11,12,16,2,8,3,6,13,14,15,17,18
1,9,2,4,3,5,8,7,17,18,6,10,12,13,15,0,14,19,11,16
1,9,10,4,3,5,8,7,6,12,13,15,0,2,14,17,18,19,11,16
1,9,19,2,3,4,5,8,17,7,18,10,12,15,11,14,6,13,0,16
1,9,19,4,0,5,7,10,11,12,16,2,3,6,13,14,15,8,17,18
1,19,2,4,3,5,8,9,17,7,18,6,10,12,13,15,14,0,16,11
5,6,3,9,17,2,4,12,13,14,15,19,7,18,11,16,8,0,10,1
5,9,10,4,0,1,7,11,12,16,19,2,8,3,6,13,14,15,17,18
5,9,12,4,8,1,3,6,10,13,15,7,17,0,19,2,18,14,11,16
5,9,12,14,3,4,7,8,17,18,6,1,10,15,2,11,0,13,19,16
5,9,12,18,11,0,2,4,10,14,16,13,1,7,19,15,17,3,8,6
5,9,13,14,11,0,2,4,10,12,16,18,15,7,1,19,17,3,8,6
5,9,13,18,11,0,2,4,10,12,14,16,15,1,7,19,17,3,8,6
5,9,19,2,0,1,7,11,16,4,8,10,3,6,12,13,14,15,17,18
5,9,19,4,0,1,7,10,11,12,16,2,8,3,6,13,14,15,17,18
5,10,11,4,9,0,2,12,14,16,18,1,7,19,13,15,17,3,8,6
5,10,12,4,8,1,3,6,9,13,15,7,17,0,19,2,18,14,16,11
5,11,2,4,13,0,12,14,15,18,7,9,17,19,1,16,10,8,3,6
5,11,12,0,9,2,4,10,14,16,18,7,15,17,19,1,3,13,6,8
5,11,12,4,9,0,2,10,14,16,18,1,7,19,13,15,17,3,8,6
5,11,12,14,3,4,18,7,8,9,17,6,2,1,10,15,13,0,16,19
5,11,12,15,3,4,18,7,8,9,17,2,14,1,10,13,6,0,16,19
5,11,12,18,13,0,14,15,9,7,16,19,2,4,17,10,8,3,6,1
5,11,14,2,3,4,18,6,7,9,17,12,13,0,10,15,16,19,8,1
5,12,13,0,8,1,3,6,9,10,15,7,4,19,2,17,18,14,16,11
5,12,13,14,8,1,3,6,9,10,15,7,17,0,4,19,2,18,16,11
5,12,13,15,18,2,11,4,7,9,14,16,17,19,0,3,1,10,6,8
5,12,13,18,8,1,3,6,9,10,15,0,4,19,2,7,17,14,16,11
5,12,14,4,8,1,3,6,9,10,13,15,7,17,0,19,2,18,16,11
5,12,15,4,10,7,8,11,16,0,2,3,6,9,13,14,1,17,19,18
5,12,19,4,8,1,3,6,9,10,13,15,17,7,0,2,18,14,16,11
5,12,19,15,3,4,7,8,9,17,18,1,10,2,11,14,0,6,13,16
5,13,19,15,11,0,12,14,18,2,4,16,7,9,1,10,17,3,6,8
5,15,2,4,10,7,8,11,12,16,1,9,0,3,6,13,14,17,18,19
5,19,15,2,3,4,9,17,7,8,18,1,10,12,11,14,13,16,6,0
7,2,4,9,13,5,14,15,17,18,19,12,0,3,6,10,11,16,8,1
7,3,4,9,15,5,8,17,2,12,13,16,19,0,6,10,14,1,11,18
7,6,3,8,5,0,2,4,9,10,12,13,14,15,1,11,16,19,17,18
7,9,6,3,5,0,2,4,10,12,13,14,15,1,11,16,19,17,18,8
7,9,8,3,5,0,2,4,6,10,12,13,14,15,1,11,16,19,17,18
7,9,10,4,11,0,2,12,14,15,16,5,18,1,19,13,17,8,3,6
7,9,10,8,11,0,2,4,12,14,15,16,5,18,1,13,19,17,3,6
7,9,12,0,8,1,10,13,2,4,5,19,11,14,15,16,17,18,3,6
7,9,12,4,8,1,3,10,15,17,0,2,5,19,18,11,16,13,14,6
7,9,12,8,6,5,14,17,18,0,2,3,4,10,13,15,1,19,11,16
7,9,12,14,3,4,5,8,17,18,6,1,10,15,2,11,0,13,19,16
7,9,12,17,3,4,5,8,18,1,10,15,2,11,14,0,6,13,19,16
7,9,13,0,11,2,4,10,12,14,15,16,5,18,17,19,1,3,8,6
7,9,13,8,11,0,2,4,10,12,14,15,16,5,18,1,19,17,3,6
7,9,13,14,11,0,2,4,10,12,15,16,5,18,1,19,17,3,8,6
7,9,13,17,6,5,8,14,18,0,2,3,4,10,12,15,19,1,16,11
7,9,14,2,3,4,5,6,17,18,11,12,0,10,13,15,19,16,8,1
7,9,16,2,3,4,17,5,18,11,12,14,6,13,15,19,0,10,8,1
7,9,16,4,1,0,2,8,10,19,5,11,12,13,15,17,3,6,14,18
7,9,17,2,3,4,5,18,11,12,14,0,6,10,13,15,19,16,8,1
7,10,12,0,8,1,9,13,2,4,5,19,11,16,14,15,17,18,3,6
7,10,12,4,8,1,3,9,15,17,0,2,5,19,18,13,16,11,14,6
7,10,12,8,6,5,9,14,17,18,0,2,3,4,13,15,1,19,11,16
7,10,16,4,8,9,12,15,17,1,3,2,5,13,19,0,18,11,14,6
7,12,13,0,8,1,9,10,2,4,5,19,11,14,15,16,17,18,3,6
7,12,13,8,6,5,9,14,17,18,0,2,3,4,10,15,1,19,11,16
7,12,13,14,8,6,9,17,5,18,0,2,3,4,10,15,1,19,11,16
7,12,13,15,6,5,8,9,14,17,18,0,2,3,4,10,1,19,16,11
7,12,13,17,6,5,8,9,14,18,0,2,3,4,10,15,19,1,16,11
7,12,14,4,8,6,9,13,17,1,3,10,15,5,18,2,16,19,0,11
7,12,15,4,14,2,5,11,13,16,17,9,18,19,0,3,6,10,8,1
7,12,16,0,8,9,10,15,17,1,13,2,4,5,19,11,14,18,3,6
7,12,16,4,8,9,10,15,17,1,3,2,5,13,19,11,0,18,14,6
7,12,16,14,3,4,5,8,9,17,18,6,1,10,15,2,11,0,13,19
7,12,16,15,3,4,5,8,9,17,18,1,10,2,11,14,0,6,13,19
7,12,16,17,3,4,5,8,9,18,1,10,15,2,11,14,0,6,13,19
7,12,17,4,8,1,3,9,10,15,0,2,5,19,18,13,16,11,14,6
7,13,15,8,11,0,2,4,10,12,14,16,5,18,19,1,9,17,3,6
7,13,17,8,6,5,9,14,18,0,2,3,4,10,12,15,19,1,16,11
7,14,2,4,8,6,9,12,13,17,1,15,3,10,5,18,16,19,11,0
7,15,2,4,14,5,11,12,13,16,17,0,3,6,9,10,19,18,1,8
7,16,2,4,8,9,10,12,15,17,1,3,5,13,19,11,14,18,0,6
7,17,2,4,8,1,9,15,3,10,12,0,19,5,13,16,11,18,14,6
9,10,12,4,3,5,7,8,17,18,0,2,6,13,14,15,1,19,16,11
9,10,12,8,6,5,7,14,17,18,1,3,13,15,0,2,4,19,11,16
9,10,16,4,6,5,7,8,14,17,3,0,2,11,12,15,19,13,1,18
9,12,13,0,4,5,7,14,15,17,19,1,10,11,16,2,3,6,8,18
9,12,13,8,6,5,7,14,17,18,1,3,10,15,0,2,4,19,11,16
9,12,13,14,4,5,7,15,17,19,0,2,3,6,10,16,8,11,1,18
9,12,13,17,6,5,7,8,14,18,2,3,4,15,19,0,10,1,11,16
9,12,13,18,4,5,7,14,15,17,19,2,3,11,0,6,10,16,8,1
9,12,14,4,3,5,7,8,17,18,6,0,2,10,13,15,1,19,11,16
9,12,16,0,6,5,7,8,14,17,18,2,4,10,11,15,19,3,13,1
